product_type,agri_nonagri_type,product_segment,material_group_description,material_code,material_description,uom,price,custom_1,custom_2,custom_3,custom_4,custom_5,material_code_new,REMARKS,CHANGES
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2162,"110X25MM (3/4"")6KG S.SADDLE THRD(P-25)",No.s,211,PRICE PER NO.,SERVICE SADDLE THREADED,25,NULL,AGRI M SERVICE SADDLE THREADED,MM1369,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2163,"110X32MM (1"") 6KG S.SADDLE THRD (P-25)",No.s,211,PRICE PER NO.,SERVICE SADDLE THREADED,25,NULL,AGRI M SERVICE SADDLE THREADED,MM1377,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2164,"140X20MM (1/2"") 6KG S.SADDLE THRD (P25)",No.s,276,PRICE PER NO.,SERVICE SADDLE THREADED,25,NULL,AGRI M SERVICE SADDLE THREADED,MH1177,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2167,"140X40MM(1 1/4"")6KG S.SADDLE THRD(P-25)",No.s,280,PRICE PER NO.,SERVICE SADDLE THREADED,25,NULL,AGRI M SERVICE SADDLE THREADED,MH1178,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2166,"140X32MM (1"")6KG S.SADDLE THRD(P-25)",No.s,280,PRICE PER NO.,SERVICE SADDLE THREADED,25,NULL,AGRI M SERVICE SADDLE THREADED,MH1179,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2165,"140X25MM (3/4"")6KG S.SADDLE THRD(P-25)",No.s,280,PRICE PER NO.,SERVICE SADDLE THREADED,25,NULL,AGRI M SERVICE SADDLE THREADED,MH1188,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2169,"140X63MM (2"") 6KG S.SADDLE THRD (P-25)",No.s,280,PRICE PER NO.,SERVICE SADDLE THREADED,25,NULL,AGRI M SERVICE SADDLE THREADED,MH1189,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2168,"140X50MM (1 1/2"")6KG S.SADDLE THRD(P-25)",No.s,280,PRICE PER NO.,SERVICE SADDLE THREADED,25,NULL,AGRI M SERVICE SADDLE THREADED,MH1199,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2173,"160X40MM (1 1/4"")6KG S.SADDLE THRD(P-25)",No.s,318.5,PRICE PER NO.,SERVICE SADDLE THREADED,25,NULL,AGRI M SERVICE SADDLE THREADED,MH1222,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2170,"160X20MM (1/2"") 6KG S.SADDLE THRD (P25)",No.s,313.5,PRICE PER NO.,SERVICE SADDLE THREADED,25,NULL,AGRI M SERVICE SADDLE THREADED,MH1223,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2171,"160X25MM (3/4"")6KG S.SADDLE THRD(P-25)",No.s,318.5,PRICE PER NO.,SERVICE SADDLE THREADED,25,NULL,AGRI M SERVICE SADDLE THREADED,MH1224,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2172,"160X32MM (1"")6KG S.SADDLE THRD(P-25)",No.s,318.5,PRICE PER NO.,SERVICE SADDLE THREADED,25,NULL,AGRI M SERVICE SADDLE THREADED,MH1225,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2175,"160X63MM (2"")6KG S.SADDLE THRD(P-25)",No.s,318.5,PRICE PER NO.,SERVICE SADDLE THREADED,25,NULL,AGRI M SERVICE SADDLE THREADED,MH1226,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2174,"160X50MM (1 1/2"")6KG S.SADDLE THRD(P-25)",No.s,318.5,PRICE PER NO.,SERVICE SADDLE THREADED,25,NULL,AGRI M SERVICE SADDLE THREADED,MH1227,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2176,"180X20MM (1/2"") 6KG S.SADDLE THRD(P-16)",No.s,441.5,PRICE PER NO.,SERVICE SADDLE THREADED,16,NULL,AGRI M SERVICE SADDLE THREADED,MH1228,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2177,"180X25MM (3/4"")6KG S.SADDLE THRD(P-16)",No.s,441.5,PRICE PER NO.,SERVICE SADDLE THREADED,16,NULL,AGRI M SERVICE SADDLE THREADED,MH1229,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2178,"180X32MM (1"")6KG S.SADDLE THRD(P-16)",No.s,441.5,PRICE PER NO.,SERVICE SADDLE THREADED,16,NULL,AGRI M SERVICE SADDLE THREADED,MH1233,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2179,"180X40MM (1 1/4"")6KG S.SADDLE THRD(P-16)",No.s,441.5,PRICE PER NO.,SERVICE SADDLE THREADED,16,NULL,AGRI M SERVICE SADDLE THREADED,MH1234,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2180,"180X50MM (1 1/2"")6KG S.SADDLE THRD(P-16)",No.s,441.5,PRICE PER NO.,SERVICE SADDLE THREADED,16,NULL,AGRI M SERVICE SADDLE THREADED,MH1235,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2181,"180X63MM (2"")6KG S.SADDLE THRD(P-16)",No.s,441.5,PRICE PER NO.,SERVICE SADDLE THREADED,16,NULL,AGRI M SERVICE SADDLE THREADED,MH1236,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2182,"180X75MM (2 1/2"")6KG S.SADDLE THRD(P-16)",No.s,441.5,PRICE PER NO.,SERVICE SADDLE THREADED,16,NULL,AGRI M SERVICE SADDLE THREADED,MH1237,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2183,"200X20MM (1/2"")6KG S.SADDLE THRD(P-12)",No.s,486,PRICE PER NO.,SERVICE SADDLE THREADED,12,NULL,AGRI M SERVICE SADDLE THREADED,MH1238,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2184,"200X25MM (3/4"")6KG S.SADDLE THRD(P-12)",No.s,501,PRICE PER NO.,SERVICE SADDLE THREADED,12,NULL,AGRI M SERVICE SADDLE THREADED,MH1239,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2185,"200X32MM (1"")6KG S.SADDLE THRD(P-12)",No.s,501,PRICE PER NO.,SERVICE SADDLE THREADED,12,NULL,AGRI M SERVICE SADDLE THREADED,MH1244,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2186,"200X40MM (1 1/4"")6KG S.SADDLE THRD(P-12)",No.s,501,PRICE PER NO.,SERVICE SADDLE THREADED,12,NULL,AGRI M SERVICE SADDLE THREADED,MH1245,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2187,"200X50MM (1 1/2"")6KG S.SADDLE THRD(P-12)",No.s,501,PRICE PER NO.,SERVICE SADDLE THREADED,12,NULL,AGRI M SERVICE SADDLE THREADED,MH1246,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2188,"200X63MM (2"")6KG S.SADDLE THRD(P-12)",No.s,501,PRICE PER NO.,SERVICE SADDLE THREADED,12,NULL,AGRI M SERVICE SADDLE THREADED,MH1247,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2189,"200X75MM (2 1/2"")6KG S.SADDLE THRD(P-12)",No.s,501,PRICE PER NO.,SERVICE SADDLE THREADED,12,NULL,AGRI M SERVICE SADDLE THREADED,MH1248,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2190,32X20MM 6KG REDUCER (P225),No.s,11,PRICE PER NO.,REDUCER,225,NULL,AGRI M REDUCER,MS1227,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2191,63X32MM 6KG REDUCER (P100),No.s,30.5,PRICE PER NO.,REDUCER,100,NULL,AGRI M REDUCER,MM1267,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2193,63X50MM 6KG REDUCER (P-100),No.s,40.5,PRICE PER NO.,REDUCER,100,NULL,AGRI M REDUCER,MM1268,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2192,63X40MM 6KG REDUCER (P-100),No.s,29.5,PRICE PER NO.,REDUCER,100,NULL,AGRI M REDUCER,MM1269,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2194,75X32MM 6KG REDUCER (P80),No.s,37.5,PRICE PER NO.,REDUCER,80,NULL,AGRI M REDUCER,MM1277,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2196,75X50MM 6KG REDUCER (P80),No.s,39,PRICE PER NO.,REDUCER,80,NULL,AGRI M REDUCER,MM1278,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2197,75X63MM 6KG REDUCER (P-75),No.s,50,PRICE PER NO.,REDUCER,75,NULL,AGRI M REDUCER,MM1279,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2195,75X40MM 6KG REDUCER (P-80),No.s,43.5,PRICE PER NO.,REDUCER,80,NULL,AGRI M REDUCER,MM1288,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2198,90X50MM 6KG REDUCER (P50),No.s,58.5,PRICE PER NO.,REDUCER,50,NULL,AGRI M REDUCER,MM1289,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2200,90X75MM 6KG REDUCER (P-40),No.s,68,PRICE PER NO.,REDUCER,40,NULL,AGRI M REDUCER,MM1299,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2199,90X63MM 6KG REDUCER (P-50),No.s,67,PRICE PER NO.,REDUCER,50,NULL,AGRI M REDUCER,MM1333,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2201,110X63MM 6KG REDUCER (P-36),No.s,97.5,PRICE PER NO.,REDUCER,36,NULL,AGRI M REDUCER,MM1334,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2202,110X75MM 6KG REDUCER (P-30),No.s,106.5,PRICE PER NO.,REDUCER,30,NULL,AGRI M REDUCER,MM1335,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2203,110X90MM 6KG REDUCER (P-30),No.s,113,PRICE PER NO.,REDUCER,30,NULL,AGRI M REDUCER,MM1336,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2204,140X75MM 6KG REDUCER (P-14),No.s,184,PRICE PER NO.,REDUCER,14,NULL,AGRI M REDUCER,MH1149,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2205,140X90MM 6KG REDUCER (P-14),No.s,186,PRICE PER NO.,REDUCER,14,NULL,AGRI M REDUCER,MH1155,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2206,140X110MM 6KG REDUCER (P-16),No.s,181,PRICE PER NO.,REDUCER,16,NULL,AGRI M REDUCER,MH1156,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2207,160X90MM 6KG REDUCER (P-12),No.s,272.5,PRICE PER NO.,REDUCER,12,NULL,AGRI M REDUCER,MH1157,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2208,160X110MM 6KG REDUCER (P-12),No.s,268.5,PRICE PER NO.,REDUCER,12,NULL,AGRI M REDUCER,MH1158,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2209,160X140MM 6KG REDUCER (P-12),No.s,317,PRICE PER NO.,REDUCER,12,NULL,AGRI M REDUCER,MH1159,CHANGE OF IMGE,AGRI M REDUCER
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2210,180X110MM 6KG REDUCER (P-8),No.s,420.5,PRICE PER NO.,REDUCER,8,NULL,AGRI M REDUCER,MH1166,CHANGE OF IMGE,AGRI M REDUCER
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2211,180X160MM 6KG REDUCER (P-8),No.s,454.5,PRICE PER NO.,REDUCER,8,NULL,AGRI M REDUCER,MH1167,CHANGE OF IMGE,AGRI M REDUCER
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2212,200X110MM 6KG REDUCER (P-8),No.s,577.5,PRICE PER NO.,REDUCER,8,NULL,AGRI M REDUCER,MH1168,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2213,200X140MM 6KG REDUCER (P-8),No.s,588,PRICE PER NO.,REDUCER,8,NULL,AGRI M REDUCER,MH1169,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2214,25X20MM 10KG REDUCER (P-400),No.s,7,PRICE PER NO.,REDUCER,400,NULL,AGRI M REDUCER,MS1228,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2215,32X25MM 10KG REDUCER (P-200),No.s,11,PRICE PER NO.,REDUCER,200,NULL,AGRI M REDUCER,MS1229,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2216,40X32MM 10KG REDUCER (P-100),No.s,17.5,PRICE PER NO.,REDUCER,100,NULL,AGRI M REDUCER,MS1233,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2217,50X32MM 10KG REDUCER (P60),No.s,40.5,PRICE PER NO.,REDUCER,60,NULL,AGRI M REDUCER,MS1234,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2218,50X40MM 10KG REDUCER (P-50),No.s,32,PRICE PER NO.,REDUCER,50,NULL,AGRI M REDUCER,MS1235,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2219,63X40MM 10KG REDUCER (P-80),No.s,44.5,PRICE PER NO.,REDUCER,80,NULL,AGRI M REDUCER,MM1337,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2220,63X40MM 6KG RED BUSH (P-50),No.s,29.5,PRICE PER NO.,REDUCING BUSH ,50,NULL,AGRI M REDUCING BUSH,MM1111,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2221,63X50MM 6KG RED BUSH (P-50),No.s,30.5,PRICE PER NO.,REDUCING BUSH ,50,NULL,AGRI M REDUCING BUSH,MM1112,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2222,75X40MM 6KG RED BUSH (P-100),No.s,42,PRICE PER NO.,REDUCING BUSH ,100,NULL,AGRI M REDUCING BUSH,MM1113,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2223,75X63MM 6KG RED BUSH (P-100),No.s,41,PRICE PER NO.,REDUCING BUSH ,100,NULL,AGRI M REDUCING BUSH,MM1114,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2224,90X75MM 6KG RED BUSH (P-100),No.s,64.5,PRICE PER NO.,REDUCING BUSH ,100,NULL,AGRI M REDUCING BUSH,MM1115,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2226,110X75MM 6KG RED BUSH (P-40),No.s,117.5,PRICE PER NO.,REDUCING BUSH ,40,NULL,AGRI M REDUCING BUSH,MM1116,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2225,110X63MM 6KG RED BUSH (P-40),No.s,80.5,PRICE PER NO.,REDUCING BUSH ,40,NULL,AGRI M REDUCING BUSH,MM1117,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2227,110X90MM 6KG RED BUSH (P-40),No.s,85,PRICE PER NO.,REDUCING BUSH ,40,NULL,AGRI M REDUCING BUSH,MM1118,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2228,160X140MM 6KG RED BUSH (P-20),No.s,179,PRICE PER NO.,REDUCING BUSH ,20,NULL,AGRI M REDUCING BUSH,MH1111,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2229,180X140MM 6KG RED BUSH (P-12),No.s,340,PRICE PER NO.,REDUCING BUSH ,12,NULL,AGRI M REDUCING BUSH,MH1112,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2230,180X160MM 6KG RED BUSH (P-12),No.s,313.5,PRICE PER NO.,REDUCING BUSH ,12,NULL,AGRI M REDUCING BUSH,MH1113,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2231,200X110MM 6KG RED BUSH (P-10),No.s,414,PRICE PER NO.,REDUCING BUSH ,10,NULL,AGRI M REDUCING BUSH,MH1114,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2232,200X140MM 6KG RED BUSH (P-10),No.s,424.5,PRICE PER NO.,REDUCING BUSH ,10,NULL,AGRI M REDUCING BUSH,MH1115,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2233,200X160MM 6KG RED BUSH (P-10),No.s,437.5,PRICE PER NO.,REDUCING BUSH ,10,NULL,AGRI M REDUCING BUSH,MH1116,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2234,200X180MM 6KG RED BUSH (P-10),No.s,387,PRICE PER NO.,REDUCING BUSH ,10,NULL,AGRI M REDUCING BUSH,MH1117,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2235,25X20MM 10KG RED BUSH (P-600),No.s,4.5,PRICE PER NO.,REDUCING BUSH ,600,NULL,AGRI M REDUCING BUSH,MS1111,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2236,32X25MM 10KG RED BUSH (P-400),No.s,7,PRICE PER NO.,REDUCING BUSH ,400,NULL,AGRI M REDUCING BUSH,MS1112,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2237,40X32MM 10KG RED BUSH (P-150),No.s,9,PRICE PER NO.,REDUCING BUSH ,150,NULL,AGRI M REDUCING BUSH,MS1113,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2238,50X25MM 10KG REDUCING BUSH (P125),No.s,31.5,PRICE PER NO.,REDUCING BUSH ,125,NULL,AGRI M REDUCING BUSH,MS1114,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2239,50X32MM 10KG REDUCING BUSH (P125),No.s,30,PRICE PER NO.,REDUCING BUSH ,125,NULL,AGRI M REDUCING BUSH,MS1115,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2240,50X40MM 10KG RED BUSH (P-75),No.s,28.5,PRICE PER NO.,REDUCING BUSH ,75,NULL,AGRI M REDUCING BUSH,MS1116,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2241,75X50MM 10KG REDUCING BUSH (P100),No.s,89,PRICE PER NO.,REDUCING BUSH ,100,NULL,AGRI M REDUCING BUSH,MM1119,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2242,90X63MM 10KG REDUCING BUSH (P80),No.s,103,PRICE PER NO.,REDUCING BUSH ,80,NULL,AGRI M REDUCING BUSH,MM1122,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2243,63X50MM 6KG REDUCING TEE (P-40),No.s,63,PRICE PER NO.,REDUCING TEE,40,NULL,AGRI M REDUCING TEE,MM1456,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2244,75X40MM 6KG REDUCING TEE (P-25),No.s,98,PRICE PER NO.,REDUCING TEE,25,NULL,AGRI M REDUCING TEE,MM1457,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2246,75X63MM 6KG REDUCING TEE (P-25),No.s,110.5,PRICE PER NO.,REDUCING TEE,25,NULL,AGRI M REDUCING TEE,MM1458,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2245,75X50MM 6KG REDUCING TEE (P-25),No.s,105,PRICE PER NO.,REDUCING TEE,25,NULL,AGRI M REDUCING TEE,MM1459,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2247,90X50MM 6KG REDUCING TEE (P18),No.s,153.5,PRICE PER NO.,REDUCING TEE,18,NULL,AGRI M REDUCING TEE,MM1466,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2248,90X75MM 6KG REDUCING TEE (P-18),No.s,162,PRICE PER NO.,REDUCING TEE,18,NULL,AGRI M REDUCING TEE,MM1467,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2249,90X63MM 6KG REDUCING TEE (P-18),No.s,157.5,PRICE PER NO.,REDUCING TEE,18,NULL,AGRI M REDUCING TEE,MM1468,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2251,110X75MM 6KG REDUCING TEE (P-8),No.s,235.5,PRICE PER NO.,REDUCING TEE,8,NULL,AGRI M REDUCING TEE,MM1469,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2250,110X63MM 6KG REDUCING TEE (P-10),No.s,229,PRICE PER NO.,REDUCING TEE,10,NULL,AGRI M REDUCING TEE,MM1477,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2252,110X90MM 6KG REDUCING TEE (P-8),No.s,250,PRICE PER NO.,REDUCING TEE,8,NULL,AGRI M REDUCING TEE,MM1478,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2253,140X90MM 6KG REDUCING TEE (P-4),No.s,461.5,PRICE PER NO.,REDUCING TEE,4,NULL,AGRI M REDUCING TEE,MH1278,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2254,140X110MM 6KG REDUCING TEE (P-4),No.s,470.5,PRICE PER NO.,REDUCING TEE,4,NULL,AGRI M REDUCING TEE,MH1279,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2256,160X140MM 6KG REDUCING TEE (P-3),No.s,889,PRICE PER NO.,REDUCING TEE,3,NULL,AGRI M REDUCING TEE,MH1288,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2255,160X110MM 6KG REDUCING TEE (P-3),No.s,842.5,PRICE PER NO.,REDUCING TEE,3,NULL,AGRI M REDUCING TEE,MH1289,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2257,25X20MM 10KG REDUCING TEE (P200),No.s,19,PRICE PER NO.,REDUCING TEE,200,NULL,AGRI M REDUCING TEE,MS1246,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2258,32X20MM 10KG REDUCING TEE (P100),No.s,31,PRICE PER NO.,REDUCING TEE,100,NULL,AGRI M REDUCING TEE,MS1247,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2259,32X25MM 10KG REDUCING TEE (P100),No.s,34,PRICE PER NO.,REDUCING TEE,100,NULL,AGRI M REDUCING TEE,MS1248,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2260,40X20MM 10KG REDUCING TEE (P70),No.s,46,PRICE PER NO.,REDUCING TEE,70,NULL,AGRI M REDUCING TEE,MS1249,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2261,40X25MM 10KG REDUCING TEE (P60),No.s,52,PRICE PER NO.,REDUCING TEE,60,NULL,AGRI M REDUCING TEE,MS1255,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2262,40X32MM 10KG REDUCING TEE (P50),No.s,54.5,PRICE PER NO.,REDUCING TEE,50,NULL,AGRI M REDUCING TEE,MS1256,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2263,50X20MM 10KG REDUCING TEE (P100),No.s,79,PRICE PER NO.,REDUCING TEE,100,NULL,AGRI M REDUCING TEE,MS1257,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2264,50X25MM 10KG REDUCING TEE (P100),No.s,79,PRICE PER NO.,REDUCING TEE,100,NULL,AGRI M REDUCING TEE,MS1258,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2265,50X32MM 10KG REDUCING TEE (P80),No.s,87,PRICE PER NO.,REDUCING TEE,80,NULL,AGRI M REDUCING TEE,MS1259,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2266,50X40MM 10KG REDUCING TEE (P-50),No.s,90.5,PRICE PER NO.,REDUCING TEE,50,NULL,AGRI M REDUCING TEE,MS1266,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2267,63X25MM 10KG REDUCING TEE (P60),No.s,121,PRICE PER NO.,REDUCING TEE,60,NULL,AGRI M REDUCING TEE,MM1479,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2268,63X32MM 10KG REDUCING TEE (P50),No.s,133.5,PRICE PER NO.,REDUCING TEE,50,NULL,AGRI M REDUCING TEE,MM1488,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2269,110X63MM 6KG RED. ELBOW (P-16),No.s,163.5,PRICE PER NO.,REDUCING ELBOW 90° ,16,NULL,AGRI M REDUCING ELBOW 90°,MM1149,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2270,110X75MM 6KG RED. ELBOW (P-16),No.s,183.5,PRICE PER NO.,REDUCING ELBOW 90° ,16,NULL,AGRI M REDUCING ELBOW 90°,MM1155,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2271,110X90MM 6KG RED. ELBOW (P-16),No.s,202.5,PRICE PER NO.,REDUCING ELBOW 90° ,16,NULL,AGRI M REDUCING ELBOW 90°,MM1156,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2272,25X20MM 10KG RED. ELBOW (P-320),No.s,14.5,PRICE PER NO.,REDUCING ELBOW 90° ,320,NULL,AGRI M REDUCING ELBOW 90°,MS1138,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2273,25MM x 20MM' BRASS ELBOW (P-100),No.s,133.5,PRICE PER NO.,REDUCING BRASS ELBOW 90° ,100,NULL,AGRI M REDUCING ELBOW 90° - BRASS INSERT,MS1137,,
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,2274,75X63MM 6KG REDUCING THRD. ELBOW (P45),No.s,85.5,PRICE PER NO.,90 DEG. REDUCING THREADED ELBOW,45,NULL,AGRI M REDUCING ELBOW 90° THREADED,MM1157,,
