product_type,agri_nonagri_type,product_segment,material_group_description,material_code,material_description,uom,price,custom_1,custom_2,custom_3,custom_4,custom_5,material_code_new,REMARKS,CHANGES
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4569,"42.16MM(11/4"")END CAP SH80(P150)",No.s,24.5,PRICE PER NO.,END CAP,150,NULL,ASTM END CAP,US1167,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4570,"48.26MM(11/2"")END CAP SH80(P60)",No.s,31.5,PRICE PER NO.,END CAP,60,NULL,ASTM END CAP,US1168,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4571,"60.32MM (2"") END CAP SH80(P36)",No.s,48.5,PRICE PER NO.,END CAP,36,NULL,ASTM END CAP,US1169,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4572,"73.02MM (2 1/2"") END CAP SH80 (P60)",No.s,82,PRICE PER NO.,END CAP,60,NULL,ASTM END CAP,UH1128,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4573,"88.90MM (3"") END CAP SH-80 (P32)",No.s,129.5,PRICE PER NO.,END CAP,32,NULL,ASTM END CAP,UH1129,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4574,"114.30MM (4"") END CAP SH80 (P18)",No.s,240.5,PRICE PER NO.,END CAP,18,NULL,ASTM END CAP,UH1133,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4575,"168.28MM (6"") END CAP SH80 (P15)",No.s,1068.5,PRICE PER NO.,END CAP,15,NULL,ASTM END CAP,UH1134,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4576,"219.08MM(8"") END CAP SH80 (P1)",No.s,1085.5,PRICE PER NO.,END CAP,1,NULL,ASTM END CAP,UH1135,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4577,"21.34MM (1/2"") THREADED END PLUG (P500)",No.s,12,PRICE PER NO.,THREADED END PLUG,500,NULL,ASTM THREADED END PLUG,US2299,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4578,"26.67MM (3/4"") THREADED END PLUG (P240)",No.s,12.5,PRICE PER NO.,THREADED END PLUG,240,NULL,ASTM THREADED END PLUG,US2333,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4579,"21.34MM(1/2"")M.T.A. SH80(P700)",No.s,7.5,PRICE PER NO.,MALE THREADED ADAPTOR (M.T.A.),700,NULL,ASTM MALE THREADED ADAPTER (M.T.A.),US1333,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4580,"26.67MM(3/4"")M.T.A. SH80(P490)",No.s,10.5,PRICE PER NO.,MALE THREADED ADAPTOR (M.T.A.),490,NULL,ASTM MALE THREADED ADAPTER (M.T.A.),US1334,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4581,"33.40MM(1"")M.T.A. SH80(P261)",No.s,17,PRICE PER NO.,MALE THREADED ADAPTOR (M.T.A.),261,NULL,ASTM MALE THREADED ADAPTER (M.T.A.),US1335,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4582,"42.16MM(11/4"")M.T.A. SH80 (P200)",No.s,25.5,PRICE PER NO.,MALE THREADED ADAPTOR (M.T.A.),200,NULL,ASTM MALE THREADED ADAPTER (M.T.A.),US1336,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4583,"48.26MM(11/2"")M.T.A. SH80 (P140)",No.s,34,PRICE PER NO.,MALE THREADED ADAPTOR (M.T.A.),140,NULL,ASTM MALE THREADED ADAPTER (M.T.A.),US1337,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4584,"60.32MM(2"")M.T.A. SH80(P36)",No.s,50,PRICE PER NO.,MALE THREADED ADAPTOR (M.T.A.),36,NULL,ASTM MALE THREADED ADAPTER (M.T.A.),US1338,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4585,"73.02MM(21/2"")M.T.A. SH80(P28)",No.s,107.5,PRICE PER NO.,MALE THREADED ADAPTOR (M.T.A.),28,NULL,ASTM MALE THREADED ADAPTER (M.T.A.),UH1166,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4586,"88.90MM (3"") M.T.A. SH-80 (P24)",No.s,144,PRICE PER NO.,MALE THREADED ADAPTOR (M.T.A.),24,NULL,ASTM MALE THREADED ADAPTER (M.T.A.),UH1167,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4587,"114.30MM (4"") M.T.A. SH-80 (P15)",No.s,250.5,PRICE PER NO.,MALE THREADED ADAPTOR (M.T.A.),15,NULL,ASTM MALE THREADED ADAPTER (M.T.A.),UH1168,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4588,"21.34MM(1/2"")BRASS M.T.A. SH80(P150)",No.s,167.5,PRICE PER NO.,BRASS MALE THREADED ADAPTOR (M.T.A.),150,NULL,ASTM MALE THREADED ADAPTER (M.T.A.) - BRASS INSERT,US1344,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4589,"26.67MM(3/4"")BRASS M.T.A. SH80 (P112)",No.s,247.5,PRICE PER NO.,BRASS MALE THREADED ADAPTOR (M.T.A.),112,NULL,ASTM MALE THREADED ADAPTER (M.T.A.) - BRASS INSERT,US1345,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4590,"33.40MM(1"")BRASS M.T.A. SH80 (P80)",No.s,310.5,PRICE PER NO.,BRASS MALE THREADED ADAPTOR (M.T.A.),80,NULL,ASTM MALE THREADED ADAPTER (M.T.A.) - BRASS INSERT,US1346,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4591,"42.16MM(1 1/4"") BRASS M.T.A. SH80 (P48)",No.s,422,PRICE PER NO.,BRASS MALE THREADED ADAPTOR (M.T.A.),48,NULL,ASTM MALE THREADED ADAPTER (M.T.A.) - BRASS INSERT,US1347,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4592,"48.26MM(1 1/2"") BRASS M.T.A. SH80 (P40)",No.s,519.5,PRICE PER NO.,BRASS MALE THREADED ADAPTOR (M.T.A.),40,NULL,ASTM MALE THREADED ADAPTER (M.T.A.) - BRASS INSERT,US1348,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4593,"60.32MM (2"") BRASS M.T.A. SH80 (P10)",No.s,779.5,PRICE PER NO.,BRASS MALE THREADED ADAPTOR (M.T.A.),10,NULL,ASTM MALE THREADED ADAPTER (M.T.A.) - BRASS INSERT,US1349,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4594,"73.02MM(21/2"") BRASS M.T.A. SH80 (P6)",No.s,1753.5,PRICE PER NO.,BRASS MALE THREADED ADAPTOR (M.T.A.),6,NULL,ASTM MALE THREADED ADAPTER (M.T.A.) - BRASS INSERT,UH1169,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4596,"21.34MM(1/2"")F.T.A. SH80(P490)",No.s,9.5,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A.),490,NULL,ASTM FEMALE THREADED ADAPTER (F.T.A.),US1255,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4597,"26.67MM(3/4"")F.T.A. SH80(P315)",No.s,14,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A.),315,NULL,ASTM FEMALE THREADED ADAPTER (F.T.A.),US1256,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4598,"33.40MM(1"")F.T.A. SH80(P210)",No.s,21.5,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A.),210,NULL,ASTM FEMALE THREADED ADAPTER (F.T.A.),US1257,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4599,"42.16MM(11/4"")F.T.A. SH80 (P128)",No.s,32,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A.),128,NULL,ASTM FEMALE THREADED ADAPTER (F.T.A.),US1258,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4600,"48.26MM(11/2"")F.T.A. SH80 (P96)",No.s,39.5,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A.),96,NULL,ASTM FEMALE THREADED ADAPTER (F.T.A.),US1259,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4601,"60.32MM(2"")F.T.A. SH80(P24)",No.s,60,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A.),24,NULL,ASTM FEMALE THREADED ADAPTER (F.T.A.),US1266,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4602,"73.02MM(21/2"")F.T.A. SH80(P25)",No.s,110.5,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A.),25,NULL,ASTM FEMALE THREADED ADAPTER (F.T.A.),UH1155,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4603,"88.90MM (3"") F.T.A. SH-80 (P20)",No.s,151.5,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A.),20,NULL,ASTM FEMALE THREADED ADAPTER (F.T.A.),UH1156,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4604,"114.30MM(4"")F.T.A. SH80(P10)",No.s,244,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A.),10,NULL,ASTM FEMALE THREADED ADAPTER (F.T.A.),UH1157,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4605,"21.34MM(1/2"")BRASS F.T.A SH80(P210)",No.s,114,PRICE PER NO.,BRASS FEMALE THREADED ADAPTOR (F.T.A.),210,NULL,ASTM FEMALE THREADED ADAPTER  (F.T.A.) - BRASS  INSERT,US1267,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4606,"26.67MM(3/4"")BRASS F.T.A. SH80(P48)",No.s,142.5,PRICE PER NO.,BRASS FEMALE THREADED ADAPTOR (F.T.A.),48,NULL,ASTM FEMALE THREADED ADAPTER  (F.T.A.) - BRASS  INSERT,US1268,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4607,"33.40MM(1"")BRASS F.T.A. SH80(P38)",No.s,247,PRICE PER NO.,BRASS FEMALE THREADED ADAPTOR (F.T.A.),38,NULL,ASTM FEMALE THREADED ADAPTER  (F.T.A.) - BRASS  INSERT,US1269,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4608,"42.16MM(1 1/4"") BRASS F.T.A. SH80 (P32)",No.s,323.5,PRICE PER NO.,BRASS FEMALE THREADED ADAPTOR (F.T.A.),32,NULL,ASTM FEMALE THREADED ADAPTER  (F.T.A.) - BRASS  INSERT,US1277,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4609,"48.26MM(1 1/2"") BRASS F.T.A. SH80 (P22)",No.s,436,PRICE PER NO.,BRASS FEMALE THREADED ADAPTOR (F.T.A.),22,NULL,ASTM FEMALE THREADED ADAPTER  (F.T.A.) - BRASS  INSERT,US1278,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4610,"60.32MM (2"") BRASS F.T.A. SH80 (P9)",No.s,691,PRICE PER NO.,BRASS FEMALE THREADED ADAPTOR (F.T.A.),9,NULL,ASTM FEMALE THREADED ADAPTER  (F.T.A.) - BRASS  INSERT,US1279,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4611,"73.02MM(21/2"") BRASS F.T.A. SH80 (P6)",No.s,1169,PRICE PER NO.,BRASS FEMALE THREADED ADAPTOR (F.T.A.),6,NULL,ASTM FEMALE THREADED ADAPTER  (F.T.A.) - BRASS  INSERT,UH1158,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4612,"88.90MM(3"") BRASS F.T.A. SH80 (P5)",No.s,1760.5,PRICE PER NO.,BRASS FEMALE THREADED ADAPTOR (F.T.A.),5,NULL,ASTM FEMALE THREADED ADAPTER  (F.T.A.) - BRASS  INSERT,UH1159,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4613,"21.34MM(1/2"")UNION SH80(P200)",No.s,35.5,PRICE PER NO.,UNION,200,NULL,ASTM UNION,US2233,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4614,"26.67MM(3/4"")UNION SH80(P128)",No.s,46,PRICE PER NO.,UNION,128,NULL,ASTM UNION,US2234,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4615,"33.40MM(1"")UNION SH80(P99)",No.s,72,PRICE PER NO.,UNION,99,NULL,ASTM UNION,US2235,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4616,"42.16MM(11/4"")UNION SH80(P27)",No.s,99,PRICE PER NO.,UNION,27,NULL,ASTM UNION,US2236,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4617,"48.26MM(11/2"")UNION SH80(P18)",No.s,142,PRICE PER NO.,UNION,18,NULL,ASTM UNION,US2237,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4618,"60.32MM(2"")UNION SH80(P10)",No.s,203.5,PRICE PER NO.,UNION,10,NULL,ASTM UNION,US2238,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4622,"21.34MM (1/2"")STEP OVER BEND SH80(P36)",No.s,52,PRICE PER NO.,STEP OVER BEND,36,NULL,ASTM STEP OVER BEND,US1677,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4623,"26.67MM(3/4"")STEP OVER BEND SH80(P40)",No.s,76.5,PRICE PER NO.,STEP OVER BEND,40,NULL,ASTM STEP OVER BEND,US1678,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4624,"33.40MM (1"") STEP OVER BEND SH-80 (P16)",No.s,117,PRICE PER NO.,STEP OVER BEND,16,NULL,ASTM STEP OVER BEND,US1679,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4625,"42.19MM (11/4"")STEP OVER BEND SH80(P6)",No.s,200.5,PRICE PER NO.,STEP OVER BEND,6,NULL,ASTM STEP OVER BEND,US1688,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4626,"48.26MM (11/2"")STEP OVER BEND SH80(P10)",No.s,272.5,PRICE PER NO.,STEP OVER BEND,10,NULL,ASTM STEP OVER BEND,US1689,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4627,"60.32MM (2"")STEP OVER BEND SH80(P6)",No.s,451,PRICE PER NO.,STEP OVER BEND,6,NULL,ASTM STEP OVER BEND,US1699,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4628,"21.34MM(1/2"")TANK NIPPLE(P210)",No.s,29,PRICE PER NO.,TANK NIPPLE,210,NULL,ASTM TANK NIPPLE,US1777,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4629,"26.67MM(3/4"")TANK NIPPLE(180)",No.s,38.5,PRICE PER NO.,TANK NIPPLE,180,NULL,ASTM TANK NIPPLE,US1778,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4630,"33.40MM(1"")TANK NIPPLE (P100)",No.s,58.5,PRICE PER NO.,TANK NIPPLE,100,NULL,ASTM TANK NIPPLE,US1779,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4631,"42.16MM(11/4"")TANK NIPPLE(P70)",No.s,67,PRICE PER NO.,TANK NIPPLE,70,NULL,ASTM TANK NIPPLE,US1788,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4632,"48.26MM(11/2"")TANK NIPPLE(P60)",No.s,76,PRICE PER NO.,TANK NIPPLE,60,NULL,ASTM TANK NIPPLE,US1789,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4633,"60.32MM(2"")TANK NIPPLE(P15)",No.s,103.5,PRICE PER NO.,TANK NIPPLE,15,NULL,ASTM TANK NIPPLE,US1799,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4634,"73.02MM (21/2"") TANK NIPPLE (P20)",No.s,193.5,PRICE PER NO.,TANK NIPPLE,20,NULL,ASTM TANK NIPPLE,UH1339,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4635,"88.90MM (3"") TANK NIPPLE (P16)",No.s,292.5,PRICE PER NO.,TANK NIPPLE,16,NULL,ASTM TANK NIPPLE,UH1344,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4640,"42.16MM(11/4"")TANK NIPPLE SOCKET END(P36)",No.s,67,PRICE PER NO.,TANK NIPPLE SOCKET END,36,NULL,ASTM TANK NIPPLE SOCKET END,US1999,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4641,"48.26MM(11/2"")TANK NIPPLE SOCKET END(P36)",No.s,76,PRICE PER NO.,TANK NIPPLE SOCKET END,36,NULL,ASTM TANK NIPPLE SOCKET END,US2222,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4643,"21.34MM(1/2"")PIPE CLIP(P300)",No.s,2.5,PRICE PER NO.,PIPE CLIP,300,NULL,ASTM PIPE CLIPS,US2269,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4644,"26.67MM(3/4"")PIPE CLIP(P1000)",No.s,4.5,PRICE PER NO.,PIPE CLIP,1000,NULL,ASTM PIPE CLIPS,US2277,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4645,"33.40MM(1"")PIPE CLIP(P800)",No.s,5.5,PRICE PER NO.,PIPE CLIP,800,NULL,ASTM PIPE CLIPS,US2278,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4646,"42.16MM(11/4"")PIPE CLIP(P250)",No.s,6,PRICE PER NO.,PIPE CLIP,250,NULL,ASTM PIPE CLIPS,US2279,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4647,"48.26MM(11/2"")PIPE CLIP(P250)",No.s,16,PRICE PER NO.,PIPE CLIP,250,NULL,ASTM PIPE CLIPS,US2288,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4648,"60.32MM(2"")PIPE CLIP(P75)",No.s,18.5,PRICE PER NO.,PIPE CLIP,75,NULL,ASTM PIPE CLIPS,US2289,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4649,"73.02MM(21/2"")PIPE CLIP (P100)",No.s,22,PRICE PER NO.,PIPE CLIP,100,NULL,ASTM PIPE CLIPS,UH1349,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4650,"88.90MM(3"")PIPE CLIP (P88)",No.s,25,PRICE PER NO.,PIPE CLIP,88,NULL,ASTM PIPE CLIPS,UH1355,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4651,"114.30MM(4"")PIPE CLIP (P60)",No.s,29.5,PRICE PER NO.,PIPE CLIP,60,NULL,ASTM PIPE CLIPS,UH1356,,
METAL ACCESSORIES,PLUMBING & SANITATION,FITTINGS,METAL ACCESSORIES,9106,"21.34MM(1/2"")METAL CLAMP ASTM PIPE(P300)",No.s,17.5,PRICE PER NO.,METAL CLAMP ASTM PIPE,300,NULL,METAL CLAMP - ASTM,MA1124,,
METAL ACCESSORIES,PLUMBING & SANITATION,FITTINGS,METAL ACCESSORIES,9107,"26.67MM(3/4"")METAL CLAMP ASTM PIPE(P300)",No.s,16.5,PRICE PER NO.,METAL CLAMP ASTM PIPE,300,NULL,METAL CLAMP - ASTM,MA1125,,
METAL ACCESSORIES,PLUMBING & SANITATION,FITTINGS,METAL ACCESSORIES,9108,"33.40MM(1"")METAL CLAMP ASTM PIPE(P200)",No.s,19,PRICE PER NO.,METAL CLAMP ASTM PIPE,200,NULL,METAL CLAMP - ASTM,MA1126,,
METAL ACCESSORIES,PLUMBING & SANITATION,FITTINGS,METAL ACCESSORIES,9109,"42.16MM(11/4"")METAL CLAMP ASTMPIPE(P150)",No.s,18.5,PRICE PER NO.,METAL CLAMP ASTM PIPE,150,NULL,METAL CLAMP - ASTM,MA1127,,
METAL ACCESSORIES,PLUMBING & SANITATION,FITTINGS,METAL ACCESSORIES,9110,"48.26MM(11/2"")METAL CLAMP ASTMPIPE(P150)",No.s,20,PRICE PER NO.,METAL CLAMP ASTM PIPE,150,NULL,METAL CLAMP - ASTM,MA1128,,
METAL ACCESSORIES,PLUMBING & SANITATION,FITTINGS,METAL ACCESSORIES,9111,"60.32MM(2"") METAL CLAMP ASTM PIPE (P120)",No.s,22,PRICE PER NO.,METAL CLAMP ASTM PIPE,120,NULL,METAL CLAMP - ASTM,MA1129,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4652,"21.34MM(1/2"")COMPACT BALL VALVE(P30)",No.s,80.5,PRICE PER NO.,COMPACT BALL VALVE,30,NULL,ASTM COMPACT BALL VALVE,US1128,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4653,"26.67MM(3/4"")COMPACT BALL VALVE(P20)",No.s,122,PRICE PER NO.,COMPACT BALL VALVE,20,NULL,ASTM COMPACT BALL VALVE,US1129,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4654,"33.40MM(1"")COMPACT BALL VALVE(P10)",No.s,210,PRICE PER NO.,COMPACT BALL VALVE,10,NULL,ASTM COMPACT BALL VALVE,US1133,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4655,"42.16MM(11/4"")COMPACT BALL VALVE(P8)",No.s,292.5,PRICE PER NO.,COMPACT BALL VALVE,8,NULL,ASTM COMPACT BALL VALVE,US1134,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4656,"48.26MM (11/2"")COMPACT BALL VALVE(P5)",No.s,412.5,PRICE PER NO.,COMPACT BALL VALVE,5,NULL,ASTM COMPACT BALL VALVE,US1135,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4657,"60.32MM(2"")COMPACT BALL VALVE(P3)",No.s,765.5,PRICE PER NO.,COMPACT BALL VALVE,3,NULL,ASTM COMPACT BALL VALVE,US1136,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4658,"73.02MM (21/2"") COMPACT BALL VALVE (P12)",No.s,1353,PRICE PER NO.,COMPACT BALL VALVE,12,NULL,ASTM COMPACT BALL VALVE,UH1118,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4659,"88.90MM (3"") COMPACT BALL VALVE (P8)",No.s,1920.5,PRICE PER NO.,COMPACT BALL VALVE,8,NULL,ASTM COMPACT BALL VALVE,UH1119,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4660,"114.30MM (4"") COMPACT BALL VALVE (P3)",No.s,4426,PRICE PER NO.,COMPACT BALL VALVE,3,NULL,ASTM COMPACT BALL VALVE,UH1122,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4661,"21.34MM(1/2"") UPVC BALL VALVE (P80)",No.s,83.5,PRICE PER NO.,UPVC BALL VALVE,80,NULL,ASTM BALL VALVE,US1137,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4662,"26.67MM(3/4"") UPVC BALL VALVE (P48)",No.s,167,PRICE PER NO.,UPVC BALL VALVE,48,NULL,ASTM BALL VALVE,US1138,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4663,"33.40MM(1"") UPVC BALL VALVE (P24)",No.s,317.5,PRICE PER NO.,UPVC BALL VALVE,24,NULL,ASTM BALL VALVE,US1139,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4664,"42.16MM(11/4"") UPVC BALL VALVE (P12)",No.s,518,PRICE PER NO.,UPVC BALL VALVE,12,NULL,ASTM BALL VALVE,US1144,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4665,"48.26MM (11/2"") UPVC BALL VALVE (P8)",No.s,801.5,PRICE PER NO.,UPVC BALL VALVE,8,NULL,ASTM BALL VALVE,US1145,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4666,"60.32MM(2"") UPVC BALL VALVE (P4)",No.s,1536.5,PRICE PER NO.,UPVC BALL VALVE,4,NULL,ASTM BALL VALVE,US1146,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4667,"21.34MM(1/2"") BLUE HANDLE UPVC BV (P500)",No.s,19,PRICE PER NO.,BALL VALVE ACCESSORIES - BLUE HANDLE,500,NULL,ASTM BALL VALVE ACCESSORIES - BLUE HANDLE,US2335,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4668,"26.67MM(3/4"") BLUE HANDLE UPVC BV (P360)",No.s,25,PRICE PER NO.,BALL VALVE ACCESSORIES - BLUE HANDLE,360,NULL,ASTM BALL VALVE ACCESSORIES - BLUE HANDLE,US2336,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4669,"33.40MM(1"") BLUE HANDLE UPVC BV (P150)",No.s,43,PRICE PER NO.,BALL VALVE ACCESSORIES - BLUE HANDLE,150,NULL,ASTM BALL VALVE ACCESSORIES - BLUE HANDLE,US2337,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4670,"42.16MM(11/4"") BLUE HANDLE UPVC BV (P120)",No.s,52,PRICE PER NO.,BALL VALVE ACCESSORIES - BLUE HANDLE,120,NULL,ASTM BALL VALVE ACCESSORIES - BLUE HANDLE,US2338,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4671,"48.26MM (11/2"") BLUE HANDLE UPVC BV (P90)",No.s,67.5,PRICE PER NO.,BALL VALVE ACCESSORIES - BLUE HANDLE,90,NULL,ASTM BALL VALVE ACCESSORIES - BLUE HANDLE,US2339,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4672,"60.32MM(2"") BLUE HANDLE UPVC BV (P32)",No.s,123,PRICE PER NO.,BALL VALVE ACCESSORIES - BLUE HANDLE,32,NULL,ASTM BALL VALVE ACCESSORIES - BLUE HANDLE,US2344,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4673,"26.67X21.34MM(3/4X1/2"")RED SH80(P320)",No.s,13.5,PRICE PER NO.,REDUCER,320,NULL,ASTM REDUCER,US1559,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4674,"33.40X21.34MM(1X1/2"")RED SH80(P210)",No.s,23.5,PRICE PER NO.,REDUCER,210,NULL,ASTM REDUCER,US1566,,
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,4675,"33.40X26.67MM(1X3/4"")RED SH80(P200)",No.s,20,PRICE PER NO.,REDUCER,200,NULL,ASTM REDUCER,US1567,,
