ELBOW 45 DEG,US1146,"60.32MM(2"") UPVC BALL VALVE (P4)",https://drive.google.com/uc?export=view&id=1vNtV_YLrl1AWAF25IkUAW_Vrs3ZkKb8z
ELBOW 45 DEG,US2335,"21.34MM(1/2"") BLUE HANDLE UPVC BV (P500)",https://drive.google.com/uc?export=view&id=1bmWb5BSngHr1uwYMrfUL0KyuP0gQxe58
ELBOW 45 DEG,US2336,"26.67MM(3/4"") BLUE HANDLE UPVC BV (P360)",https://drive.google.com/uc?export=view&id=1bmWb5BSngHr1uwYMrfUL0KyuP0gQxe58
ELBOW 45 DEG,US2337,"33.40MM(1"") BLUE HANDLE UPVC BV (P150)",https://drive.google.com/uc?export=view&id=1bmWb5BSngHr1uwYMrfUL0KyuP0gQxe58
ELBOW 45 DEG,US2338,"42.16MM(11/4"") BLUE HANDLE UPVC BV (P120",https://drive.google.com/uc?export=view&id=1bmWb5BSngHr1uwYMrfUL0KyuP0gQxe58
ELBOW 45 DEG,US2339,"48.26MM (11/2"") BLUE HANDLE UPVC BV (P90",https://drive.google.com/uc?export=view&id=1bmWb5BSngHr1uwYMrfUL0KyuP0gQxe58
ELBOW 45 DEG,US2344,"60.32MM(2"") BLUE HANDLE UPVC BV (P32)",https://drive.google.com/uc?export=view&id=1bmWb5BSngHr1uwYMrfUL0KyuP0gQxe58
ELBOW 45 DEG,US1225,"26.67X21.34MM(3/4X1/2"")R.ELBOW SH80(P96)",
ELBOW 45 DEG,US1226,"33.40X21.34MM (1X1/2"")R.ELBOW SH80 (P160)",
ELBOW 45 DEG,US1227,"33.40MM (1X3/4"") R.ELBOW SH-80 (P140)",
ELBOW 45 DEG,US1228,"26.67X21.34MM(3/4X1/2"")BRASS ELBOW(P160)",
ELBOW 45 DEG,US1229,"33.40X21.34MM(1X1/2"")BRASS ELBOW (P135)",
ELBOW 45 DEG,US1233,"33.40X26.67MM (1X3/4"") BRASS ELBOW (P25)",
ELBOW 45 DEG,US2268,"1/2""(20) FAUCET II VALVE (P180)",https://drive.google.com/uc?export=view&id=1F9TNgQ4r11fAppHKdWYyCraiyeK-CH5w
TRANSITION BUSH,CS3566,48.26X41.30MM(1½”X1½”)TRANS BUSH (P40),
TRANSITION BUSH,CS5569,"60.32MMX54MM (2""X2”) TRANS BUSH (P20)",
ELBOW 90 DEG,CS1158,"15.9MM (1/2"") CPVC 90° ELBOW  (P1250)",
ELBOW 90 DEG,CS1159,"22.2MM (3/4"") CPVC 90° ELBOW  (P480)",
ELBOW 90 DEG,CS1166,"28.6MM (1"") CPVC 90° ELBOW  (P250)",
ELBOW 90 DEG,CS1167,"34.9MM (11/4"") CPVC 90° ELBOW  (P135)",
ELBOW 90 DEG,CS1168,"41.3MM (11/2"") CPVC 90° ELBOW  (P88)",
ELBOW 90 DEG,CS2779,"54MM (2"") CPVC 90° ELBOW (P16)",
90 DEG. REDUCING ELBOW,CS4558,22.2X15.9MM(3/4X1/2)CPVC R.ELBOW (P150),
90 DEG. REDUCING ELBOW,CS4489,"28.6X15.9MM(1X1/2"")CPVC R.ELBOW (P180)",
90 DEG. REDUCING ELBOW,CS1179,"28.6X22.2MM(1X3/4"")CPVC R.ELBOW (P275)",
90 DEG. REDUCING ELBOW,CS4499,"34.9X15.9MM(11/4X1/2"")CPVC R.ELBOW(P105)",
90 DEG. REDUCING ELBOW,CS2669,"34.9X22.2MM(11/4X3/4"")CPVC R.ELBOW (P75)",
90 DEG. REDUCING ELBOW,CS2677,"34.9X28.6MM(11/4X1"")CPVC R.ELBOW (P75)",
90 DEG. REDUCING ELBOW,CS4555,"41.3X22.2MM(11/2X3/4"")CPVC R.ELBOW (P40)",
90 DEG. REDUCING ELBOW,CS4556,"41.3X28.6MM(11/2X1"")CPVC R.ELBOW (P36)",
90 DEG. REDUCING ELBOW,CS4557,"54X28.6MM(2""X1"")CPVC R.ELBOW (P24)",
90 DEG. BRASS ELBOW,CS1225,"15.9MM (1/2"") CPVC BRASS ELBOW  (P270)",
90 DEG. BRASS ELBOW,CS3378,"22.2MM (3/4"") CPVC BRASS ELBOW (P90)",
90 DEG. BRASS ELBOW,CS2589,"28.6MM (1"") CPVC BRASS ELBOW (P40)",
90 DEG. BRASS ELBOW,CS4478,"34.9MM (11/4"") CPVC BRASS ELBOW (P20)",
90 DEG. REDUCING BRASS ELBOW,CS1229,"28.6X15.9MM (1X1/2"") CPVC BRASS ELBOW (P200)",https://drive.google.com/uc?export=view&id=1aNS8slu3u8R8KXOIH4sLM634TBnC2T17
90 DEG. REDUCING BRASS ELBOW,CS1233,"22.2X15.9MM(3/4X1/2"")CPVC BRASS ELBOW (P260)",https://drive.google.com/uc?export=view&id=1aNS8slu3u8R8KXOIH4sLM634TBnC2T17
90 DEG. REDUCING BRASS ELBOW,CS4889,"28.6X22.2MM(1X3/4"")CPVC BRASS ELBOW(P60)",https://drive.google.com/uc?export=view&id=1aNS8slu3u8R8KXOIH4sLM634TBnC2T17
REDUCING BRASS FEMALE THREADED ADAPTOR (F.T.A.),CS1334,"22.2X15.9MM (3/4X1/2"") CPVC BRASS FTA (P300)",https://drive.google.com/uc?export=view&id=1I_msj3F0YbHuETt8bgtCbmm9JOVNXQyJ
REDUCING BRASS FEMALE THREADED ADAPTOR (F.T.A.),CS3449,28.6X15.9MM(1X1/2)CPVC BRASS FTA (P90),https://drive.google.com/uc?export=view&id=1I_msj3F0YbHuETt8bgtCbmm9JOVNXQyJ
REDUCING BRASS FEMALE THREADED ADAPTOR (F.T.A.),CS3455,28.6X22.2MM(1X3/4)CPVC BRASS FTA (P60),https://drive.google.com/uc?export=view&id=1I_msj3F0YbHuETt8bgtCbmm9JOVNXQyJ
REDUCING BRASS FEMALE THREADED ADAPTOR (F.T.A.),CS4488,"34.9X15.9MM(11/4X1/2"")CPVC BRASS FTA(P48",https://drive.google.com/uc?export=view&id=1I_msj3F0YbHuETt8bgtCbmm9JOVNXQyJ
REDUCING MALE THREADED ADAPTOR (M.T.A.),CS3366,"22.2X15.9MM(3/4X1/2"")CPVC R.M.T.A.(P150)",
REDUCING MALE THREADED ADAPTOR (M.T.A.),CS2678,"28.6X22.2MM(1X3/4"")CPVC R.M.T.A. (P180)",
BRASS MALE THREADED ADAPTOR (M.T.A.),CS3388,"15.9MM (1/2"") CPVC BRASS M.T.A.(P60)",https://drive.google.com/uc?export=view&id=13LYTDL7zwgAqwSvUhUSuGbw3g5X2g2tm
BRASS MALE THREADED ADAPTOR (M.T.A.),CS1356,"22.2MM (3/4"") CPVC BRASS MTA  (P180)",https://drive.google.com/uc?export=view&id=13LYTDL7zwgAqwSvUhUSuGbw3g5X2g2tm
BRASS MALE THREADED ADAPTOR (M.T.A.),CS1357,"28.6MM (1"") CPVC BRASS MTA  (P90)",https://drive.google.com/uc?export=view&id=13LYTDL7zwgAqwSvUhUSuGbw3g5X2g2tm
BRASS MALE THREADED ADAPTOR (M.T.A.),CS3399,"34.9MM (11/4"") CPVC BRASS MTA (P18)",https://drive.google.com/uc?export=view&id=13LYTDL7zwgAqwSvUhUSuGbw3g5X2g2tm
BRASS MALE THREADED ADAPTOR (M.T.A.),CS3444,"41.3MM (11/2"") CPVC BRASS MTA (P16)",https://drive.google.com/uc?export=view&id=13LYTDL7zwgAqwSvUhUSuGbw3g5X2g2tm
BRASS MALE THREADED ADAPTOR (M.T.A.),CS3445,"54MM (2"") CPVC BRASS M.T.A. (P6)",https://drive.google.com/uc?export=view&id=13LYTDL7zwgAqwSvUhUSuGbw3g5X2g2tm
REDUCING BRASS MALE THREADED ADAPTOR (M.T.A.),CS1367,"22.2X15.9MM (3/4X1/2"")CPVC BRASS MTA  (P200)",
REDUCING BRASS MALE THREADED ADAPTOR (M.T.A.),CS2668,28.6X15.9MM(1X1/2)CPVC BRASS MTA (P75),
REDUCING BRASS MALE THREADED ADAPTOR (M.T.A.),CS3389,28.6X22.2MM(1X3/4)CPVC BRASS MTA (P80),
RED HANDLE BALL VALVE,CS2336,"15.9MM(1/2"") RED HANDLE CPVC BV (P200)",https://drive.google.com/uc?export=view&id=1Dgv7ylntUD8eAIrKHY2cl6ArzgL02A9b
RED HANDLE BALL VALVE,CS2337,"22.2MM (3/4"") RED HANDLE CPVC BV (P120)",https://drive.google.com/uc?export=view&id=1Dgv7ylntUD8eAIrKHY2cl6ArzgL02A9b
RED HANDLE BALL VALVE,CS2338,"28.6MM (1"") RED HANDLE CPVC BV (P60)",https://drive.google.com/uc?export=view&id=1Dgv7ylntUD8eAIrKHY2cl6ArzgL02A9b
RED HANDLE BALL VALVE,CS2339,"34.9MM (11/4"") RED HANDLE CPVC BV (P40)",https://drive.google.com/uc?export=view&id=1Dgv7ylntUD8eAIrKHY2cl6ArzgL02A9b
RED HANDLE BALL VALVE,CS2344,"41.3MM (11/2"") RED HANDLE CPVC BV (P30)",https://drive.google.com/uc?export=view&id=1Dgv7ylntUD8eAIrKHY2cl6ArzgL02A9b
RED HANDLE BALL VALVE,CS2345,"54MM (2"") RED HANDLE CPVC BV (P16)",https://drive.google.com/uc?export=view&id=1Dgv7ylntUD8eAIrKHY2cl6ArzgL02A9b
FLANGE GASKET-OPEN,CS2355,"28.6MM(1"")CPVC FLANGE GASKET CLOSE (P100)",https://drive.google.com/uc?export=view&id=1KRd-qesVXnjLtlSrIhRDetQywfcpGkvh
COUPLER SCH 40,CH1111,"150MM(6"") CPVC COUPLER SH40  (P1)",https://drive.google.com/uc?export=view&id=1ubO756Bh047g2R-WCCisW2JkldZAJRe-
ELBOW 90 DEG. SCH40,CH1112,"150MM(6"") CPVC 90° ELBOW SH40  (P1)",https://drive.google.com/uc?export=view&id=1Gk6HhWAq-DFLd4nQOLj5mWP_89ANcOlb
ELBOW 45 DEG.  SCH40,CH1113,"150MM(6"") CPVC 45° ELBOW SH40  (P1)",https://drive.google.com/uc?export=view&id=1wIJfTr8EqcUKa389zLVIhIZfDcKrmDVV
TEE SCH40,CH1114,"150MM(6"") CPVC TEE SH40  (P1)",https://drive.google.com/uc?export=view&id=1Pqje0Lrlg1VoNT9b-N-GcpCFmpmSmMeE
END CAP SCH40,CH1115,"150MM(6"") CPVC END CAP SH40  (P1)",https://drive.google.com/uc?export=view&id=1-liNn0zXOyGoY8R2tBkxosq_3uSywqWH
R.BUSH SCH40,CH1116,"150X54MM(6""X2"")CPVC R.BUSH SH40  (P1)",https://drive.google.com/uc?export=view&id=1bSHDntSnRhb0ca82UKtclTPGeZWUMm3P
R.BUSH SCH40,CH1117,"150X65MM(6""X21/2"")CPVC R.BUSH SH40 (P1)",https://drive.google.com/uc?export=view&id=1bSHDntSnRhb0ca82UKtclTPGeZWUMm3P
R.BUSH SCH40,CH1118,"150X80MM(6""X3"") CPVC R.BUSH SH40  (P1)",https://drive.google.com/uc?export=view&id=1bSHDntSnRhb0ca82UKtclTPGeZWUMm3P
R.BUSH SCH40,CH1119,"150X100MM(6""X4') CPVC R.BUSH SH40 (P1)",https://drive.google.com/uc?export=view&id=1bSHDntSnRhb0ca82UKtclTPGeZWUMm3P
FLANGE GASKET-OPEN SCH 80,CH1257,"65MM(21/2"")CPVC FLANGE GASKET-OPEN SH80(P2)",
FLANGE GASKET-OPEN SCH 80,CH1258,"80MM(3"")CPVC FLANGE GASKET-OPEN SH80(P2)",
FLANGE GASKET-OPEN SCH 80,CH1259,"100MM(4"")CPVC FLANGE GASKET-OPEN SH80(P2)",
BRASS CONCEALED VALVE LONG QUARTER TRINGLE,CS4457,"15.9MM(1/2"")CPVC BR.CONCLD VALVE LQ TRI. (P20)",https://drive.google.com/uc?export=view&id=1W01NmCr3SpLChHkeaS5pR0oY_wmcvhme
BRASS CONCEALED VALVE LONG QUATER SQUARE,CS4456,"15.9MM(1/2"")CPVC BR.CONCLD VALVE LQ SQR. (P20)",https://drive.google.com/uc?export=view&id=1Z4Yi6ySEfzjoy4POY_Tg0EnCXLMk_LZL
BRASS CONCEALED VALVE LONG QUARTER ROUND,CS4455,"15.9MM(1/2"")CPVC BR.CONC.VALVE LQ ROUND (P20)",https://drive.google.com/uc?export=view&id=1IyUOR2WCME6qkpmzPsZYCLit9tavePHO
BRASS CONCEALED VALVE LONG FULL SQUARE,CS4448,"15.9MM(1/2"")CPVC BR.CONCLD VALVE LF SQR. (P20)",https://drive.google.com/uc?export=view&id=1Z4Yi6ySEfzjoy4POY_Tg0EnCXLMk_LZL
BRASS CONCEALED VALVE LONG FULL TRINGLE,CS4449,"15.9MM(1/2"")CPVC BR.CONCLD VALVE LF TRI. (P20)",https://drive.google.com/uc?export=view&id=1W01NmCr3SpLChHkeaS5pR0oY_wmcvhme
BRASS CONCEALED VALVE LONG FULL ROUND,CS4447,"15.9MM(1/2"")CPVC BR.CONC.VALVE LF ROUND (P20)",https://drive.google.com/uc?export=view&id=1IyUOR2WCME6qkpmzPsZYCLit9tavePHO
BRASS CONCEALED VALVE LONG QUARTER TRINGLE,CS3888,"22.2MM(3/4"")CPVC BR.CONCLD VALVE LQ TRI. (P20)",https://drive.google.com/uc?export=view&id=1W01NmCr3SpLChHkeaS5pR0oY_wmcvhme
BRASS CONCEALED VALVE LONG QUATER SQUARE,CS3799,"22.2MM(3/4"")CPVC BR.CONCLD VALVE LQ SQR. (P20)",https://drive.google.com/uc?export=view&id=1Z4Yi6ySEfzjoy4POY_Tg0EnCXLMk_LZL
BRASS CONCEALED VALVE LONG QUARTER ROUND,CS3789,"22.2MM(3/4"")CPVC BR.CONC.VALVE LQ ROUND (P20)",https://drive.google.com/uc?export=view&id=1IyUOR2WCME6qkpmzPsZYCLit9tavePHO
BRASS CONCEALED VALVE LONG FULL TRINGLE,CS3788,"22.2MM(3/4"")CPVC BR.CONCLD VALVE LF TRI. (P20)",https://drive.google.com/uc?export=view&id=1W01NmCr3SpLChHkeaS5pR0oY_wmcvhme
BRASS CONCEALED VALVE LONG FULL SQUARE,CS3779,"22.2MM(3/4"")CPVC BR.CONCLD VALVE LF SQR. (P20)",https://drive.google.com/uc?export=view&id=1Z4Yi6ySEfzjoy4POY_Tg0EnCXLMk_LZL
BRASS CONCEALED VALVE LONG FULL ROUND,CS3778,"22.2MM(3/4"")CPVC BR.CONC.VALVE LF ROUND (P20)",https://drive.google.com/uc?export=view&id=1IyUOR2WCME6qkpmzPsZYCLit9tavePHO
BRASS CONCEALED VALVE LONG QUARTER TRINGLE,CS3677,"28.6MM(1"")CPVC BR.CONCLD VALVE LQ TRI. (P20)",https://drive.google.com/uc?export=view&id=1W01NmCr3SpLChHkeaS5pR0oY_wmcvhme
BRASS CONCEALED VALVE LONG QUATER SQUARE,CS3669,"28.6MM(1"")CPVC BR.CONCLD VALVE LQ SQR. (P20)",https://drive.google.com/uc?export=view&id=1Z4Yi6ySEfzjoy4POY_Tg0EnCXLMk_LZL
BRASS CONCEALED VALVE LONG QUARTER ROUND,CS3668,"28.6MM(1"")CPVC BR.CONCLD VALVE LQ ROUND (P20)",https://drive.google.com/uc?export=view&id=1IyUOR2WCME6qkpmzPsZYCLit9tavePHO
BRASS CONCEALED VALVE LONG FULL TRINGLE,CS3667,"28.6MM(1"")CPVC BR.CONCLD VALVE LF TRI. (P20)",https://drive.google.com/uc?export=view&id=1W01NmCr3SpLChHkeaS5pR0oY_wmcvhme
BRASS CONCEALED VALVE LONG FULL SQUARE,CS3666,"28.6MM(1"")CPVC BR.CONCLD VALVE LF SQR. (P20)",https://drive.google.com/uc?export=view&id=1Z4Yi6ySEfzjoy4POY_Tg0EnCXLMk_LZL
BRASS CONCEALED VALVE LONG FULL ROUND,CS3599,"28.6MM(1"")CPVC BR.CONCLD VALVE LF ROUND (P20)",https://drive.google.com/uc?export=view&id=1IyUOR2WCME6qkpmzPsZYCLit9tavePHO
BRASS CONCEALED VALVE SHORT QUARTER TRINGLE,CS4446,"15.9MM(1/2"")CPVC BR.CONCLD VALVE SQ TRI. (P20)",https://drive.google.com/uc?export=view&id=12tns9r2PAtSAJW45rApT6qxh2HVdCiH8
BRASS CONCEALED VALVE SHORT QUATER SQUARE,CS4445,"15.9MM(1/2"")CPVC BR.CONCLD VALVE SQ SQR. (P20)",https://drive.google.com/uc?export=view&id=1Jp72yTGbKHy-qcHR2P_H0hxcgQA8MUxO
BRASS CONCEALED VALVE SHORT QUARTER ROUND,CS4444,"15.9MM(1/2"")CPVC BR.CONC.VALVE SQ ROUND (P20)",https://drive.google.com/uc?export=view&id=1lAfUgLhxfLE-wZlV0ZTeSENb8CPK42Ym
BRASS CONCEALED VALVE SHORT FULL SQUARE,CS3999,"15.9MM(1/2"")CPVC BR.CONCLD VALVE SF TRI. (P20)",https://drive.google.com/uc?export=view&id=1Jp72yTGbKHy-qcHR2P_H0hxcgQA8MUxO
BRASS CONCEALED VALVE SHORT FULL TRINGLE,CS3899,"15.9MM(1/2"")CPVC BR.CONCLD VALVE SF SQR. (P20)",https://drive.google.com/uc?export=view&id=12tns9r2PAtSAJW45rApT6qxh2HVdCiH8
