SWR SELFIT FITTING,PLUMBING & SANITATION,FITTINGS,SWR SELFIT FITTING,SF1122,90MMX87.5° BEND (DOOR) (S/F) G (P24),No.s,160.50,PRICE PER NO.,DOOR BEND - 87.5 DEG,24,SWR SELFIT BEND 87.5° - DOOR,Material Description is not given in app
SWR SELFIT FITTING,PLUMBING & SANITATION,FITTINGS,SWR SELFIT FITTING,SF1123,110MMX87.5°BEND (DOOR) (S/F) G (P18),No.s,177.50,PRICE PER NO.,DOOR BEND - 87.5 DEG,18,SWR SELFIT BEND 87.5° - DOOR,Material Description is not given in app
SWR SELFIT FITTING,PLUMBING & SANITATION,FITTINGS,SWR SELFIT FITTING,SF1124,160MMX87.5° BEND (DOOR) (S/F) G (P8),No.s,403.50,PRICE PER NO.,DOOR BEND - 87.5 DEG,8,SWR SELFIT BEND 87.5° - DOOR,Material Description is not given in app
SWR SELFIT FITTING,PLUMBING & SANITATION,FITTINGS,SWR SELFIT FITTING,SF1138,110MM BEND(DOOR)DBL SOCKET S/F SWR G(P18),No.s,171.50,PRICE PER NO.,BEND DOOR DOUBLE SOCKET,18,SWR SELFIT BEND DOUBLE SOCKET - DOOR,Bracket incomplete
SWR SELFIT FITTING,PLUMBING & SANITATION,FITTINGS,SWR SELFIT FITTING,SF1139,40MMX45° BEND (S/F) G (P100),No.s,15.50,PRICE PER NO.,BEND 45 DEG,100,SWR SELFIT BEND 45° -  PLAIN,Material Description is not given in app
SWR SELFIT FITTING,PLUMBING & SANITATION,FITTINGS,SWR SELFIT FITTING,SF1144,50MMX45° BEND (S/F) G (P50),No.s,23.50,PRICE PER NO.,BEND 45 DEG,50,SWR SELFIT BEND 45° -  PLAIN,Material Description is not given in app
SWR SELFIT FITTING,PLUMBING & SANITATION,FITTINGS,SWR SELFIT FITTING,SF1145,63MMX45° BEND (S/F) G (P60),No.s,45.00,PRICE PER NO.,BEND 45 DEG,60,SWR SELFIT BEND 45° -  PLAIN,Material Description is not given in app
SWR SELFIT FITTING,PLUMBING & SANITATION,FITTINGS,SWR SELFIT FITTING,SF1146,75MMX45° BEND (S/F) G (P40),No.s,56.50,PRICE PER NO.,BEND 45 DEG,40,SWR SELFIT BEND 45° -  PLAIN,Material Description is not given in app
SWR SELFIT FITTING,PLUMBING & SANITATION,FITTINGS,SWR SELFIT FITTING,SF1147,90MMX45° BEND (S/F) G (P36),No.s,93.50,PRICE PER NO.,BEND 45 DEG,36,SWR SELFIT BEND 45° -  PLAIN,Material Description is not given in app
SWR SELFIT FITTING,PLUMBING & SANITATION,FITTINGS,SWR SELFIT FITTING,SF1148,110MMX45° BEND (S/F) G (P32),No.s,108.00,PRICE PER NO.,BEND 45 DEG,32,SWR SELFIT BEND 45° -  PLAIN,Material Description is not given in app
SWR SELFIT FITTING,PLUMBING & SANITATION,FITTINGS,SWR SELFIT FITTING,SF1149,140MMX45° BEND (S/F) G (P9),No.s,211.50,PRICE PER NO.,BEND 45 DEG,9,SWR SELFIT BEND 45° -  PLAIN,Material Description is not given in app
SWR SELFIT FITTING,PLUMBING & SANITATION,FITTINGS,SWR SELFIT FITTING,SF1155,160MMX45° BEND (S/F) G (P9),No.s,325.50,PRICE PER NO.,BEND 45 DEG,9,SWR SELFIT BEND 45° -  PLAIN,Material Description is not given in app
SWR SELFIT FITTING,PLUMBING & SANITATION,FITTINGS,SWR SELFIT FITTING,SF1157,110MMX45° BEND DOUBLE SOCKET S/F G(P32),No.s,203.00,PRICE PER NO.,BEND 45 DEG - DOUBLE SOCKET,32,SWR SELFIT BEND 45° -  DOUBLE SOCKET,Material Description is not given in app
SWR SELFIT FITTING,PLUMBING & SANITATION,FITTINGS,SWR SELFIT FITTING,SF1156,75MMX45° BEND DOUBLE SOCKET S/F G(P90),No.s,88.00,PRICE PER NO.,BEND 45 DEG - DOUBLE SOCKET,90,SWR SELFIT BEND 45° -  DOUBLE SOCKET,Material Description is not given in app
SWR SELFIT FITTING,PLUMBING & SANITATION,FITTINGS,SWR SELFIT FITTING,SF1369,110MM SQ. GULLY TRAP (WITH JALI) G (P8),No.s,499.00,PRICE PER NO.,SQUARE GULLY TRAP WITH JALI,8,SWR SELFIT SQUARE GULLY TRAP WITH_WO JALI ,Image Change
SWR SELFIT FITTING,PLUMBING & SANITATION,FITTINGS,SWR SELFIT FITTING,SF1377,110MM SQ. GULLY TRAP (W/O JALI) G (P8),No.s,456.00,PRICE PER NO.,SQUARE GULLY TRAP WITHOUT JALI,8,SWR SELFIT SQUARE GULLY TRAP WITH_WO JALI ,Image Change
SWR SELFIT FITTING,PLUMBING & SANITATION,FITTINGS,SWR SELFIT FITTING,SF1579,75MM SOCKET PLUG S/F G (P100),No.s,33.50,PRICE PER NO.,SOCKET PLUG,100,SWR SELFIT SOCKET PLUG,Changes
SWR SELFIT FITTING,PLUMBING & SANITATION,FITTINGS,SWR SELFIT FITTING,SF1588,110MM SOCKET PLUG S/F G (P36),No.s,66.00,PRICE PER NO.,SOCKET PLUG,36,SWR SELFIT SOCKET PLUG,Changes
AGRI SMALL DIA PIPE,AGRI,PIPES,AGRI SMALL DIA PIPE,AS1149,40MM 8KG/CM2 SELFIT (3 MTR),MTR,106.50,Price Per Meter,SELFIT,3,AGRI SELFIT PIPE-8KG,Changes
AGRI SMALL DIA PIPE,AGRI,PIPES,AGRI SMALL DIA PIPE,AS1155,50MM 8KG/CM2 SELFIT (3 MTR),MTR,169.50,Price Per Meter,SELFIT,3,AGRI SELFIT PIPE-8KG,Changes
AGRI SMALL DIA PIPE,AGRI,PIPES,AGRI SMALL DIA PIPE,AS1156,25MM 12.5KG/CM2 SELFIT (3 MTR),MTR,63.50,Price Per Meter,SELFIT,3,AGRI SELFIT PIPE-12.5KG,Changes
AGRI SMALL DIA PIPE,AGRI,PIPES,AGRI SMALL DIA PIPE,AS1157,32MM 12.5KG/CM2 SELFIT (3 MTR ),MTR,103.00,Price Per Meter,SELFIT,3,AGRI SELFIT PIPE-12.5KG,Changes
AGRI SMALL DIA PIPE,AGRI,PIPES,AGRI SMALL DIA PIPE,AS1158,40MM 12.5KG/CM2 SELFIT (3 MTR),MTR,158.50,Price Per Meter,SELFIT,3,AGRI SELFIT PIPE-12.5KG,Changes
AGRI SMALL DIA PIPE,AGRI,PIPES,AGRI SMALL DIA PIPE,AS1159,50MM 12.5KG/CM2 SELFIT (3 MTR ),MTR,241.00,Price Per Meter,SELFIT,3,AGRI SELFIT PIPE-12.5KG,Changes
AGRI SMALL DIA PIPE,AGRI,PIPES,AGRI SMALL DIA PIPE,AS1166,40MM 8KG/CM2 SELFIT (5 MTR),MTR,106.50,Price Per Meter,SELFIT,5,AGRI SELFIT PIPE-8KG,Changes
AGRI SMALL DIA PIPE,AGRI,PIPES,AGRI SMALL DIA PIPE,AS1167,50MM 8KG/CM2 SELFIT (5 MTR),MTR,169.50,Price Per Meter,SELFIT,5,AGRI SELFIT PIPE-8KG,Changes
AGRI SMALL DIA PIPE,AGRI,PIPES,AGRI SMALL DIA PIPE,AS1168,25MM 12.5KG/CM2 SELFIT (5 MTR),MTR,63.50,Price Per Meter,SELFIT,5,AGRI SELFIT PIPE-12.5KG,Changes
AGRI SMALL DIA PIPE,AGRI,PIPES,AGRI SMALL DIA PIPE,AS1169,32MM 12.5KG/CM2 SELFIT (5 MTR ),MTR,103.00,Price Per Meter,SELFIT,5,AGRI SELFIT PIPE-12.5KG,Changes
AGRI SMALL DIA PIPE,AGRI,PIPES,AGRI SMALL DIA PIPE,AS1177,40MM 12.5KG/CM2 SELFIT (5 MTR),MTR,158.50,Price Per Meter,SELFIT,5,AGRI SELFIT PIPE-12.5KG,Changes
AGRI SMALL DIA PIPE,AGRI,PIPES,AGRI SMALL DIA PIPE,AS1178,50MM 12.5KG/CM2 SELFIT (5 MTR ),MTR,241.00,Price Per Meter,SELFIT,5,AGRI SELFIT PIPE-12.5KG,Changes
AGRI SMALL DIA PIPE,AGRI,PIPES,AGRI SMALL DIA PIPE,AS1179,25MM 10KG/CM2 PLAIN (5 MTR),MTR,52.00,Price Per Meter,PLAIN,5,AGRI RIGID PLAIN PIPE-10KG,Changes
AGRI SMALL DIA PIPE,AGRI,PIPES,AGRI SMALL DIA PIPE,AS1188,32MM 10KG/CM2 PLAIN (5 MTR),MTR,83.50,Price Per Meter,PLAIN,5,AGRI RIGID PLAIN PIPE-10KG,Changes
AGRI SMALL DIA PIPE,AGRI,PIPES,AGRI SMALL DIA PIPE,AS1189,40MM 8KG/CM2 SELFIT,MTR,106.50,Price Per Meter,SELFIT,6,AGRI SELFIT PIPE-8KG,Changes
AGRI SMALL DIA PIPE,AGRI,PIPES,AGRI SMALL DIA PIPE,AS1199,50MM 8KG/CM2 SELFIT,MTR,169.50,Price Per Meter,SELFIT,6,AGRI SELFIT PIPE-8KG,Changes
AGRI SMALL DIA PIPE,AGRI,PIPES,AGRI SMALL DIA PIPE,AS1222,25MM 12.5KG/CM2 SELFIT,MTR,63.50,Price Per Meter,SELFIT,6,AGRI SELFIT PIPE-12.5KG,Changes
AGRI SMALL DIA PIPE,AGRI,PIPES,AGRI SMALL DIA PIPE,AS1223,32MM 12.5KG/CM2 SELFIT,MTR,103.00,Price Per Meter,SELFIT,6,AGRI SELFIT PIPE-12.5KG,Changes
AGRI SMALL DIA PIPE,AGRI,PIPES,AGRI SMALL DIA PIPE,AS1224,40MM 12.5KG/CM2 SELFIT,MTR,158.50,Price Per Meter,SELFIT,6,AGRI SELFIT PIPE-12.5KG,Changes
AGRI SMALL DIA PIPE,AGRI,PIPES,AGRI SMALL DIA PIPE,AS1225,50MM 12.5KG/CM2 SELFIT,MTR,241.00,Price Per Meter,SELFIT,6,AGRI SELFIT PIPE-12.5KG,Changes
AGRI SMALL DIA PIPE,AGRI,PIPES,AGRI SMALL DIA PIPE,AS1226,20MM 12.5KG/CM2 PLAIN,MTR,43.50,Price Per Meter,PLAIN,6,AGRI RIGID PLAIN PIPE-12.5KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1157,110MM 4KG/CM2 SELFIT (3 MTR),MTR,400.50,Price Per Meter,SELFIT,3,AGRI SELFIT PIPE-4KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1159,63MM 8KG/CM2 SELFIT (3 MTR),MTR,257.00,Price Per Meter,SELFIT,3,AGRI SELFIT PIPE-8KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1166,110MM 8KG/CM2 SELFIT (3 MTR),MTR,759.00,Price Per Meter,SELFIT,3,AGRI SELFIT PIPE-8KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1167,110MM 10KG/CM2 SELFIT (3 MTR),MTR,935.50,Price Per Meter,SELFIT,3,AGRI SELFIT PIPE-10KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1168,63MM 12.5KG/CM2 SELFIT (3 MTR),MTR,381.50,Price Per Meter,SELFIT,3,AGRI SELFIT PIPE-12.5KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1169,110MM 12.5KG/CM2 SELFIT (3 MTR),MTR,1145.00,Price Per Meter,SELFIT,3,AGRI SELFIT PIPE-12.5KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1177,90MM 2.5KG/CM2 SELFIT (5 MTR),MTR,177.00,Price Per Meter,SELFIT,5,AGRI SELFIT PIPE-2.5KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1178,90MM 6KG/CM2 SELFIT (5 MTR),MTR,401.50,Price Per Meter,SELFIT,5,AGRI SELFIT PIPE-6KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1179,110MM 6KG/CM2 SELFIT (5 MTR),MTR,581.00,Price Per Meter,SELFIT,5,AGRI SELFIT PIPE-6KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1188,63MM 8KG/CM2 SELFIT (5 MTR),MTR,257.00,Price Per Meter,SELFIT,5,AGRI SELFIT PIPE-8KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1189,75MM 8KG/CM2 SELFIT (5 MTR),MTR,353.50,Price Per Meter,SELFIT,5,AGRI SELFIT PIPE-8KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1199,90MM 8KG/CM2 SELFIT (5 MTR),MTR,509.00,Price Per Meter,SELFIT,5,AGRI SELFIT PIPE-8KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1222,110MM 8KG/CM2 SELFIT (5 MTR),MTR,759.00,Price Per Meter,SELFIT,5,AGRI SELFIT PIPE-8KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1223,63MM 10KG/CM2 SELFIT (5 MTR),MTR,307.50,Price Per Meter,SELFIT,5,AGRI SELFIT PIPE-10KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1224,75MM 10KG/CM2 SELFIT (5 MTR),MTR,438.00,Price Per Meter,SELFIT,5,AGRI SELFIT PIPE-10KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1225,90MM 10KG/CM2 SELFIT (5 MTR),MTR,621.50,Price Per Meter,SELFIT,5,AGRI SELFIT PIPE-10KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1226,110MM 10KG/CM2 SELFIT (5 MTR),MTR,935.50,Price Per Meter,SELFIT,5,AGRI SELFIT PIPE-10KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1227,63MM 12.5KG/CM2 SELFIT (5 MTR),MTR,381.50,Price Per Meter,SELFIT,5,AGRI SELFIT PIPE-12.5KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1228,75MM 12.5KG/CM2 SELFIT (5 MTR),MTR,534.00,Price Per Meter,SELFIT,5,AGRI SELFIT PIPE-12.5KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1229,90MM 12.5KG/CM2 SELFIT (5 MTR),MTR,756.00,Price Per Meter,SELFIT,5,AGRI SELFIT PIPE-12.5KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1233,110MM 12.5KG/CM2 SELFIT (5 MTR),MTR,1145.00,Price Per Meter,SELFIT,5,AGRI SELFIT PIPE-12.5KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1234,63MM 8KG/CM2 SELFIT,MTR,257.00,Price Per Meter,SELFIT,6,AGRI SELFIT PIPE-8KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1235,75MM 8KG/CM2 SELFIT,MTR,353.50,Price Per Meter,SELFIT,6,AGRI SELFIT PIPE-8KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1236,90MM 8KG/CM2 SELFIT,MTR,509.00,Price Per Meter,SELFIT,6,AGRI SELFIT PIPE-8KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1237,63MM 12.5KG/CM2 SELFIT,MTR,381.50,Price Per Meter,SELFIT,6,AGRI SELFIT PIPE-12.5KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1238,75MM 12.5KG/CM2 SELFIT,MTR,534.00,Price Per Meter,SELFIT,6,AGRI SELFIT PIPE-12.5KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1239,90MM 12.5KG/CM2 SELFIT,MTR,756.00,Price Per Meter,SELFIT,6,AGRI SELFIT PIPE-12.5KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1244,110MM 12.5KG/CM2 SELFIT,MTR,1145.00,Price Per Meter,SELFIT,6,AGRI SELFIT PIPE-12.5KG,Changes
AGRI MEDIUM DIA PIPE,AGRI,PIPES,AGRI MEDIUM DIA PIPE,AM1245,75MM 4KG/CM2 SELFIT (3 MTR),MTR,197.00,Price Per Meter,SELFIT,3,AGRI SELFIT PIPE-4KG,Changes
AGRI HIGH DIA PIPE,AGRI,PIPES,AGRI HIGH DIA PIPE,AH1227,355MM 4KG/CM2 SELFIT,MTR,4379.50, PRICE PER MTR,SELFIT,6,AGRI SELFIT PIPE-4KG,Changes
AGRI HIGH DIA PIPE,AGRI,PIPES,AGRI HIGH DIA PIPE,AH1278,140MM 2.5KG/CM2 SELFIT (3 MTR),MTR,417.50,Price Per Meter,SELFIT,3,AGRI SELFIT PIPE-2.5KG,Changes
AGRI HIGH DIA PIPE,AGRI,PIPES,AGRI HIGH DIA PIPE,AH1279,180MM 2.5KG/CM2 SELFIT (3 MTR),MTR,701.50,Price Per Meter,SELFIT,3,AGRI SELFIT PIPE-2.5KG,Changes
