Main Category,"Agri/
Non Agri",Product Segment,Material Group Description,Material Code ,Material Description,UOM,List Price Per Mtr (in Rs),Packing,Material Sub Type,UOM,Image Name in NEW SKU_PNG folder
AGRI FABRICATED  FITTING,AGRI,FITTINGS,AGRI FABRICATED  FITTING,FF1449,90MM 10KG(R/R)REPAIR COUPLER (P30),No.s,638.50,PRICE PER NO.,REPAIR COUPLER,30,AGRI F REPAIR COUPLER (RR)
AGRI FABRICATED  FITTING,AGRI,FITTINGS,AGRI FABRICATED  FITTING,FF1455,110MM 10KG(R/R)REPAIRE COUPLER FAB.[CL4],No.s,1024.50,PRICE PER NO.,REPAIR COUPLER,1,AGRI F REPAIR COUPLER (RR)
AGRI FABRICATED  FITTING,AGRI,FITTINGS,AGRI FABRICATED  FITTING,FF1456,160MM 10KG(R/R)REPAIR COUPLER (P8),No.s,1746.00,PRICE PER NO.,REPAIR COUPLER,8,AGRI F REPAIR COUPLER (RR)
AGRI FABRICATED  FITTING,AGRI,FITTINGS,AGRI FABRICATED  FITTING,FF1457,200MM 10KG(R/R)REPAIR COUPLER,No.s,4572.50,PRICE PER NO.,REPAIR COUPLER,1,AGRI F REPAIR COUPLER (RR)
AGRI FABRICATED  FITTING,AGRI,FITTINGS,AGRI FABRICATED  FITTING,FF1458,225MM 10KG(R/R)REPAIR COUPLER,No.s,5181.00,PRICE PER NO.,REPAIR COUPLER,1,AGRI F REPAIR COUPLER (RR)
AGRI FABRICATED  FITTING,AGRI,FITTINGS,AGRI FABRICATED  FITTING,FF1459,315MM 10KG(R/R)REPAIR COUPLER,No.s,16322.00,PRICE PER NO.,REPAIR COUPLER,1,AGRI F REPAIR COUPLER (RR)
AGRI FABRICATED  FITTING,AGRI,FITTINGS,AGRI FABRICATED  FITTING,FF1466,140X110MM 6KG REDUCER (FAB)(P25),No.s,222.00,PRICE PER NO.,REDUCER,25,AGRI F REDUCER
AGRI FABRICATED  FITTING,AGRI,FITTINGS,AGRI FABRICATED  FITTING,FF1467,200X160MM 6KG REDUCER (FAB) (P-10),No.s,1079.50,PRICE PER NO.,REDUCER,10,AGRI F REDUCER
AGRI FABRICATED  FITTING,AGRI,FITTINGS,AGRI FABRICATED  FITTING,FF1468,250X200MM 6KG REDUCER (FAB),No.s,3929.00,PRICE PER NO.,REDUCER,1,AGRI F REDUCER
AGRI FABRICATED  FITTING,AGRI,FITTINGS,AGRI FABRICATED  FITTING,FF1469,400MM 4KG TAIL PIECE (F),No.s,2983.50,PRICE PER NO.,TAIL PIECE ,1,AGRI F TAIL PIECE
AGRI FABRICATED  FITTING,AGRI,FITTINGS,AGRI FABRICATED  FITTING,FF1477,200MM 6KG TAIL PIECE (F),No.s,691.00,PRICE PER NO.,TAIL PIECE ,1,AGRI F TAIL PIECE
AGRI FABRICATED  FITTING,AGRI,FITTINGS,AGRI FABRICATED  FITTING,FF1478,250MM 6KG TAIL PIECE (F),No.s,1229.00,PRICE PER NO.,TAIL PIECE ,1,AGRI F TAIL PIECE
AGRI FABRICATED  FITTING,AGRI,FITTINGS,AGRI FABRICATED  FITTING,FF1479,280MM 6KG TAIL PIECE (F),No.s,1843.00,PRICE PER NO.,TAIL PIECE ,1,AGRI F TAIL PIECE
AGRI FABRICATED  FITTING,AGRI,FITTINGS,AGRI FABRICATED  FITTING,FF1488,315MM 6KG TAIL PIECE (F),No.s,2369.50,PRICE PER NO.,TAIL PIECE ,1,AGRI F TAIL PIECE
AGRI FABRICATED  FITTING,AGRI,FITTINGS,AGRI FABRICATED  FITTING,FF1489,355MM 6KG TAIL PIECE (F),No.s,3554.50,PRICE PER NO.,TAIL PIECE ,1,AGRI F TAIL PIECE
AGRI FABRICATED  FITTING,AGRI,FITTINGS,AGRI FABRICATED  FITTING,FF1499,400MM 6KG TAIL PIECE (F),No.s,5524.50,PRICE PER NO.,TAIL PIECE ,1,AGRI F TAIL PIECE
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4579,22.2X15.9MM(3/4X1/2)CPVC R.BUSH (P400),No.s,12.00,PRICE PER NO.,REDUCER BUSH,400,CPVC REDUCING BUSH
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4588,"28.6X15.9MM(1X1/2"") CPVC R.BUSH (P200)",No.s,27.00,PRICE PER NO.,REDUCER BUSH,200,CPVC REDUCING BUSH
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1113,"28.6X22.2MM(1X3/4"") CPVC R.BUSH (P900)",No.s,20.00,PRICE PER NO.,REDUCER BUSH,900,CPVC REDUCING BUSH
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4589,34.9X15.9MM(11/4X1/2)CPVC R.BUSH (P150),No.s,50.00,PRICE PER NO.,REDUCER BUSH,150,CPVC REDUCING BUSH
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3337,34.9X22.2MM(11/4X3/4)CPVC R.BUSH (P120),No.s,38.00,PRICE PER NO.,REDUCER BUSH,120,CPVC REDUCING BUSH
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3338,34.9X28.6MM(11/4X1) CPVC R.BUSH (P125),No.s,32.00,PRICE PER NO.,REDUCER BUSH,125,CPVC REDUCING BUSH
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4599,41.3X15.9MM(11/2X1/2)CPVC R.BUSH (P80),No.s,75.50,PRICE PER NO.,REDUCER BUSH,80,CPVC REDUCING BUSH
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3339,41.3X22.2MM(11/2X3/4)CPVC R.BUSH (P75),No.s,60.00,PRICE PER NO.,REDUCER BUSH,75,CPVC REDUCING BUSH
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3344,"41.3X28.6MM(11/2X1"") CPVC R.BUSH (P75)",No.s,59.00,PRICE PER NO.,REDUCER BUSH,75,CPVC REDUCING BUSH
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3345,"41.3X34.9MM(11/2X11/4"")CPVC R.BUSH(P100)",No.s,42.50,PRICE PER NO.,REDUCER BUSH,100,CPVC REDUCING BUSH
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4666,"54.0X15.9MM(2X1/2"") CPVC R. BUSH (P40)",No.s,120.00,PRICE PER NO.,REDUCER BUSH,40,CPVC REDUCING BUSH
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4667,"54.0X22.2MM(2X3/4"") CPVC R. BUSH (P40)",No.s,112.00,PRICE PER NO.,REDUCER BUSH,40,CPVC REDUCING BUSH
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4668,"54.0X28.6MM (2X1"") CPVC R. BUSH (P40)",No.s,112.00,PRICE PER NO.,REDUCER BUSH,40,CPVC REDUCING BUSH
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4669,"54 X34.9MM(2""X11/4"") CPVC R.BUSH (P30)",No.s,121.00,PRICE PER NO.,REDUCER BUSH,30,CPVC REDUCING BUSH
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3346,"54X41.3MM(2 X11/2"") CPVC R.BUSH (P40)",No.s,100.00,PRICE PER NO.,REDUCER BUSH,40,CPVC REDUCING BUSH
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS5568,21.34X15.9MM(1/2X1/2)TRANS BUSH (P300),No.s,13.50,PRICE PER NO.,TRANSITION BUSH,300,CPVC TRANSITION BUSH
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1129,26.67X22.2MM(3/4X3/4)TRANS BUSH (P900),No.s,17.50,PRICE PER NO.,TRANSITION BUSH,900,CPVC TRANSITION BUSH
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3558,"33.4X28.6MM(1X1"") TRANS BUSH (P100)",No.s,25.50,PRICE PER NO.,TRANSITION BUSH,100,CPVC TRANSITION BUSH
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3559,42.16X41.3MM(11/4X11/4)TRANSBUSH (P100),No.s,43.50,PRICE PER NO.,TRANSITION BUSH,100,CPVC TRANSITION BUSH
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3566,48.26X41.30MM(1¬Ω‚ÄùX1¬Ω‚Äù)TRANS BUSH (P40),No.s,55.50,PRICE PER NO.,TRANSITION BUSH,40,CPVC TRANSITION BUSH
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS5569,"60.32MMX54MM (2""X2‚Äù) TRANS BUSH (P20)",No.s,83.50,PRICE PER NO.,TRANSITION BUSH,20,CPVC TRANSITION BUSH
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS5567,"15.9MM (1/2"") CPVC BALL VALVE (P50)",No.s,97.00,PRICE PER NO.,CPVC BALL VALVE,50,CPVC BALL VALVE
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3489,"22.2MM (3/4"") CPVC BALL VALVE (P48)",No.s,171.00,PRICE PER NO.,CPVC BALL VALVE,48,CPVC BALL VALVE
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3499,"28.6MM (1"") CPVC BALL VALVE (P24)",No.s,320.00,PRICE PER NO.,CPVC BALL VALVE,24,CPVC BALL VALVE
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3555,"34.9MM (11/4"") CPVC BALL VALVE (P12)",No.s,563.00,PRICE PER NO.,CPVC BALL VALVE,12,CPVC BALL VALVE
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3556,"41.3MM (11/2"") CPVC BALL VALVE (P8)",No.s,884.00,PRICE PER NO.,CPVC BALL VALVE,8,CPVC BALL VALVE
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3557,"54MM (2"") CPVC BALL VALVE (P4)",No.s,1553.50,PRICE PER NO.,CPVC BALL VALVE,4,CPVC BALL VALVE
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2688,"15.9MM (1/2"") CPVC COUPLER (P350)",No.s,13.50,PRICE PER NO.,COUPLER ,350,CPVC COUPLER
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1148,"22.2MM (3/4"") CPVC COUPLER  (P750)",No.s,16.50,PRICE PER NO.,COUPLER ,750,CPVC COUPLER
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1149,"28.6MM (1"") CPVC COUPLER (P350)",No.s,27.50,PRICE PER NO.,COUPLER ,350,CPVC COUPLER
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1155,"34.9MM (11/4"") CPVC COUPLER  (P220)",No.s,55.50,PRICE PER NO.,COUPLER ,220,CPVC COUPLER
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1156,"41.3MM (11/2"") CPVC COUPLER  (P140)",No.s,100.00,PRICE PER NO.,COUPLER ,140,CPVC COUPLER
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2689,"54MM (2"") CPVC COUPLER (P20)",No.s,198.50,PRICE PER NO.,COUPLER ,20,CPVC COUPLER
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1158,"15.9MM (1/2"") CPVC 90¬∞ ELBOW  (P1250)",No.s,18.00,PRICE PER NO.,ELBOW 90 DEG,1250,CPVC ELBOW  90∞
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1159,"22.2MM (3/4"") CPVC 90¬∞ ELBOW  (P480)",No.s,19.50,PRICE PER NO.,ELBOW 90 DEG,480,CPVC ELBOW  90∞
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1166,"28.6MM (1"") CPVC 90¬∞ ELBOW  (P250)",No.s,41.00,PRICE PER NO.,ELBOW 90 DEG,250,CPVC ELBOW  90∞
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1167,"34.9MM (11/4"") CPVC 90¬∞ ELBOW  (P135)",No.s,89.00,PRICE PER NO.,ELBOW 90 DEG,135,CPVC ELBOW  90∞
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1168,"41.3MM (11/2"") CPVC 90¬∞ ELBOW  (P88)",No.s,166.50,PRICE PER NO.,ELBOW 90 DEG,88,CPVC ELBOW  90∞
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2779,"54MM (2"") CPVC 90¬∞ ELBOW (P16)",No.s,327.50,PRICE PER NO.,ELBOW 90 DEG,16,CPVC ELBOW  90∞
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4558,22.2X15.9MM(3/4X1/2)CPVC R.ELBOW (P150),No.s,30.50,PRICE PER NO.,90 DEG. REDUCING ELBOW,150,CPVC REDUCING ELBOW  90∞
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4489,"28.6X15.9MM(1X1/2"")CPVC R.ELBOW (P180)",No.s,48.50,PRICE PER NO.,90 DEG. REDUCING ELBOW,180,CPVC REDUCING ELBOW  90∞
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1179,"28.6X22.2MM(1X3/4"")CPVC R.ELBOW (P275)",No.s,70.00,PRICE PER NO.,90 DEG. REDUCING ELBOW,275,CPVC REDUCING ELBOW  90∞
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4499,"34.9X15.9MM(11/4X1/2"")CPVC R.ELBOW(P105)",No.s,121.50,PRICE PER NO.,90 DEG. REDUCING ELBOW,105,CPVC REDUCING ELBOW  90∞
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2669,"34.9X22.2MM(11/4X3/4"")CPVC R.ELBOW (P75)",No.s,89.00,PRICE PER NO.,90 DEG. REDUCING ELBOW,75,CPVC REDUCING ELBOW  90∞
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2677,"34.9X28.6MM(11/4X1"")CPVC R.ELBOW (P75)",No.s,94.00,PRICE PER NO.,90 DEG. REDUCING ELBOW,75,CPVC REDUCING ELBOW  90∞
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4555,"41.3X22.2MM(11/2X3/4"")CPVC R.ELBOW (P40)",No.s,119.50,PRICE PER NO.,90 DEG. REDUCING ELBOW,40,CPVC REDUCING ELBOW  90∞
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4556,"41.3X28.6MM(11/2X1"")CPVC R.ELBOW (P36)",No.s,145.00,PRICE PER NO.,90 DEG. REDUCING ELBOW,36,CPVC REDUCING ELBOW  90∞
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4557,"54X28.6MM(2""X1"")CPVC R.ELBOW (P24)",No.s,337.00,PRICE PER NO.,90 DEG. REDUCING ELBOW,24,CPVC REDUCING ELBOW  90∞
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1225,"15.9MM (1/2"") CPVC BRASS ELBOW  (P270)",No.s,72.50,PRICE PER NO.,90 DEG. BRASS ELBOW,270,CPVC ELBOW  90∞ - BRASS INSERT
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3378,"22.2MM (3/4"") CPVC BRASS ELBOW (P90)",No.s,101.50,PRICE PER NO.,90 DEG. BRASS ELBOW,90,CPVC ELBOW  90∞ - BRASS INSERT
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2589,"28.6MM (1"") CPVC BRASS ELBOW (P40)",No.s,392.50,PRICE PER NO.,90 DEG. BRASS ELBOW,40,CPVC ELBOW  90∞ - BRASS INSERT
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4478,"34.9MM (11/4"") CPVC BRASS ELBOW (P20)",No.s,508.50,PRICE PER NO.,90 DEG. BRASS ELBOW,20,CPVC ELBOW  90∞ - BRASS INSERT
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1229,"28.6X15.9MM (1X1/2"") CPVC BRASS ELBOW (P200)",No.s,142.00,PRICE PER NO.,90 DEG. REDUCING BRASS ELBOW,200,CPVC REDUCING ELBOW  90∞ - BRASS INSERT
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1233,"22.2X15.9MM(3/4X1/2"")CPVC BRASS ELBOW (P260)",No.s,75.50,PRICE PER NO.,90 DEG. REDUCING BRASS ELBOW,260,CPVC REDUCING ELBOW  90∞ - BRASS INSERT
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4889,"28.6X22.2MM(1X3/4"")CPVC BRASS ELBOW(P60)",No.s,209.00,PRICE PER NO.,90 DEG. REDUCING BRASS ELBOW,60,CPVC REDUCING ELBOW  90∞ - BRASS INSERT
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2699,"15.9MM (1/2"") CPVC 45∞ ELBOW(P250)",No.s,19.50,PRICE PER NO.,ELBOW 45 DEG,250,CPVC ELBOW 45∞
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1236,"22.2MM (3/4"") CPVC 45∞ ELBOW  (P600)",No.s,29.00,PRICE PER NO.,ELBOW 45 DEG,600,CPVC ELBOW 45∞
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1237,"28.6MM (1"") CPVC 45∞ ELBOW  (P306)",No.s,50.00,PRICE PER NO.,ELBOW 45 DEG,306,CPVC ELBOW 45∞
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2777,"34.9MM (11/4"") CPVC 45∞ ELBOW  (P40)",No.s,104.00,PRICE PER NO.,ELBOW 45 DEG,40,CPVC ELBOW 45∞
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2778,"41.3MM (11/2"") CPVC 45∞ ELBOW  (P25)",No.s,157.00,PRICE PER NO.,ELBOW 45 DEG,25,CPVC ELBOW 45∞
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2788,"54MM (2"") CPVC 45∞ ELBOW (P12)",No.s,326.50,PRICE PER NO.,ELBOW 45 DEG,12,CPVC ELBOW 45∞
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1245,"22.2MM(3/4"") CPVC 3 WAY ELBOW  (P400)",No.s,48.00,PRICE PER NO.,3 WAY ELBOW ,400,CPVC 3 WAY ELBOW
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1246,"28.6MM(1"") CPVC 3 WAY ELBOW  (P250)",No.s,80.50,PRICE PER NO.,3 WAY ELBOW ,250,CPVC 3 WAY ELBOW
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3356,"15.9MM (1/2"") CPVC END CAP (P400)",No.s,10.50,PRICE PER NO.,END CAP ,400,CPVC END CAP
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1248,"22.2MM (3/4"") CPVC END CAP  (P1470)",No.s,14.50,PRICE PER NO.,END CAP ,1470,CPVC END CAP
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1249,"28.6MM (1"") CPVC END CAP  (P750)",No.s,23.00,PRICE PER NO.,END CAP ,750,CPVC END CAP
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3357,"34.9MM (11/4"") CPVC END CAP (P100)",No.s,45.50,PRICE PER NO.,END CAP ,100,CPVC END CAP
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3358,"41.3MM (11/2"") CPVC END CAP (P60)",No.s,66.50,PRICE PER NO.,END CAP ,60,CPVC END CAP
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3359,"54MM (2"") CPVC END CAP (P30)",No.s,136.00,PRICE PER NO.,END CAP ,30,CPVC END CAP
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4799,"15.9MM (1/2"") CPVC F.T.A. (P200)",No.s,21.00,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A.),200,CPVC FEMALE THREADED ADAPTER (F.T.A.)
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1259,"22.2MM (3/4"") CPVC F.T.A.  (P500)",No.s,30.50,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A.),500,CPVC FEMALE THREADED ADAPTER (F.T.A.)
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1266,"28.6MM (1"") CPVC F.T.A.  (P300)",No.s,45.50,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A.),300,CPVC FEMALE THREADED ADAPTER (F.T.A.)
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3369,"34.9MM (11/4"") CPVC F.T.A. (P40)",No.s,108.00,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A.),40,CPVC FEMALE THREADED ADAPTER (F.T.A.)
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4888,"41.3MM (11/2"") CPVC F.T.A. (P30)",No.s,150.50,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A.),30,CPVC FEMALE THREADED ADAPTER (F.T.A.)
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3377,"54MM (2"") CPVC F.T.A. (P20)",No.s,228.00,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A.),20,CPVC FEMALE THREADED ADAPTER (F.T.A.)
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2679,"22.2X15.9MM(3/4X1/2"")CPVC R.F.T.A.(P160)",No.s,36.50,PRICE PER NO.,REDUCING FEMALE THREADED ADAPTOR (F.T.A.),160,CPVC REDUCING FEMALE THREADED ADAPTER (F.T.A)
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3446,"15.9MM (1/2"") CPVC BRASS F.T.A.(P60)",No.s,148.50,PRICE PER NO.,BRASS FEMALE THREADED ADAPTOR (F.T.A.),60,CPVC FEMALE THREADED ADAPTER  (F.T.A.) - BRASS  INSERT
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3447,"22.2MM (3/4"") CPVC BRASS F.T.A. (P45)",No.s,209.00,PRICE PER NO.,BRASS FEMALE THREADED ADAPTOR (F.T.A.),45,CPVC FEMALE THREADED ADAPTER  (F.T.A.) - BRASS  INSERT
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3448,"28.6MM (1"") CPVC BRASS FTA (P30)",No.s,324.00,PRICE PER NO.,BRASS FEMALE THREADED ADAPTOR (F.T.A.),30,CPVC FEMALE THREADED ADAPTER  (F.T.A.) - BRASS  INSERT
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3456,"34.9MM (11/4"") CPVC BRASS F.T.A. (P14)",No.s,662.50,PRICE PER NO.,BRASS FEMALE THREADED ADAPTOR (F.T.A.),14,CPVC FEMALE THREADED ADAPTER  (F.T.A.) - BRASS  INSERT
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3457,"41.3MM (11/2"") CPVC BRASS F.T.A. (P14)",No.s,740.50,PRICE PER NO.,BRASS FEMALE THREADED ADAPTOR (F.T.A.),14,CPVC FEMALE THREADED ADAPTER  (F.T.A.) - BRASS  INSERT
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3458,"54MM (2"") CPVC BRASS F.T.A. (P6)",No.s,1422.00,PRICE PER NO.,BRASS FEMALE THREADED ADAPTOR (F.T.A.),6,CPVC FEMALE THREADED ADAPTER  (F.T.A.) - BRASS  INSERT
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1334,"22.2X15.9MM (3/4X1/2"") CPVC BRASS FTA (P300)",No.s,95.50,PRICE PER NO.,REDUCING BRASS FEMALE THREADED ADAPTOR (F.T.A.),300,CPVC REDUCING  FEMALE THREADED ADAPTER (F.T.A.) - BRASS INSERT
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3449,28.6X15.9MM(1X1/2)CPVC BRASS FTA (P90),No.s,115.00,PRICE PER NO.,REDUCING BRASS FEMALE THREADED ADAPTOR (F.T.A.),90,CPVC REDUCING  FEMALE THREADED ADAPTER (F.T.A.) - BRASS INSERT
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3455,28.6X22.2MM(1X3/4)CPVC BRASS FTA (P60),No.s,121.00,PRICE PER NO.,REDUCING BRASS FEMALE THREADED ADAPTOR (F.T.A.),60,CPVC REDUCING  FEMALE THREADED ADAPTER (F.T.A.) - BRASS INSERT
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4488,"34.9X15.9MM(11/4X1/2"")CPVC BRASS FTA(P48",No.s,122.50,PRICE PER NO.,REDUCING BRASS FEMALE THREADED ADAPTOR (F.T.A.),48,CPVC REDUCING  FEMALE THREADED ADAPTER (F.T.A.) - BRASS INSERT
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4788,"15.9MM (1/2"") CPVC M.T.A. (P300)",No.s,16.50,PRICE PER NO.,MALE THREADED ADAPTOR (M.T.A.),300,CPVC MALE THREADED ADAPTER (M.T.A.)
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1339,"22.2MM (3/4"") CPVC M.T.A.  (P700)",No.s,24.00,PRICE PER NO.,MALE THREADED ADAPTOR (M.T.A.),700,CPVC MALE THREADED ADAPTER (M.T.A.)
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1344,"28.6MM (1"") CPVC M.T.A.  (P390)",No.s,35.00,PRICE PER NO.,MALE THREADED ADAPTOR (M.T.A.),390,CPVC MALE THREADED ADAPTER (M.T.A.)
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3367,"34.9MM (11/4"") CPVC M.T.A (P75)",No.s,59.00,PRICE PER NO.,MALE THREADED ADAPTOR (M.T.A.),75,CPVC MALE THREADED ADAPTER (M.T.A.)
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4789,"41.3MM (11/2"") CPVC M.T.A. (P50)",No.s,86.50,PRICE PER NO.,MALE THREADED ADAPTOR (M.T.A.),50,CPVC MALE THREADED ADAPTER (M.T.A.)
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3368,"54MM (2"") CPVC M.T.A. (P25)",No.s,160.50,PRICE PER NO.,MALE THREADED ADAPTOR (M.T.A.),25,CPVC MALE THREADED ADAPTER (M.T.A.)
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3366,"22.2X15.9MM(3/4X1/2"")CPVC R.M.T.A.(P150)",No.s,30.00,PRICE PER NO.,REDUCING MALE THREADED ADAPTOR (M.T.A.),150,CPVC REDUCING MALE THREADED ADAPTER (M.T.A.)
