Main Category,"AGRI/
PLUMBING & SANITATION",Product Segment,Material Group Description,Material Code ,Material Code ,Material Description,UOM,List Price Per Mtr (in Rs),Packing,Material Sub Type,UOM,Image Name in NEW SKU_PNG folder,Sales Observations (Sachin)
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1288,4029,"75.30MM (2 1/2"") SH-40 THRD (3 MTR)",MTR,585.00,PRICE PER MTR,SH-40 THREADED,5,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED,Changes
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1289,4062,"219.08MM (8"") SH-80 PLAIN (6 MTR)",MTR,4301.50,PRICE PER MTR,SH-80 PLAIN,1,ASTM PLUMBING PIPE-SCHEDULE 80,Changes
CASING PIPE,AGRI,PIPES,CASING PIPE,CA1458,3076,40 RS (0.5MM) SLOTTED PIPE (1.82 MTR),MTR,282.00,PRICE PER MTR,RS (SLOTTED),1.82,CASING RS RIBBED SCREEN PIPES  0.5MM SLOTTED,Changes
CASING PIPE,AGRI,PIPES,CASING PIPE,CA1459,3075,40 RS (0.5MM) SLOTTED PIPE,MTR,282.00,PRICE PER MTR,RS (SLOTTED),3,CASING RS RIBBED SCREEN PIPES  0.5MM SLOTTED,Changes
CASING PIPE,AGRI,PIPES,CASING PIPE,CA1466,3078,50 RS (0.5MM) SLOTTED PIPE (1.82 MTR),MTR,401.50,PRICE PER MTR,RS (SLOTTED),1.82,CASING RS RIBBED SCREEN PIPES  0.5MM SLOTTED,Changes
CASING PIPE,AGRI,PIPES,CASING PIPE,CA1467,3077,50 RS (0.5MM) SLOTTED PIPE,MTR,401.50,PRICE PER MTR,RS (SLOTTED),3,CASING RS RIBBED SCREEN PIPES  0.5MM SLOTTED,Changes
CASING PIPE,AGRI,PIPES,CASING PIPE,CA1468,3079,80 RS (0.5MM) SLOTTED PIPE,MTR,564.00,PRICE PER MTR,RS (SLOTTED),3,CASING RS RIBBED SCREEN PIPES  0.5MM SLOTTED,Changes
CASING PIPE,AGRI,PIPES,CASING PIPE,CA1477,3039,213 CS,MTR,2748.50,PRICE PER MTR,CS,3,CASING CS PLAIN PIPES NON IS,Changes
CASING PIPE,AGRI,PIPES,CASING PIPE,CA1469,3038,213 CS (2.9 MTR),MTR,2748.50,PRICE PER MTR,CS,2.9,CASING CS PLAIN PIPES NON IS,Changes
CASING PIPE,AGRI,PIPES,CASING PIPE,CA1478,3040,225 CS (2.9 MTR),MTR,3132.50,PRICE PER MTR,CS,2.9,CASING CS PLAIN PIPES NON IS,Changes
CASING PIPE,AGRI,PIPES,CASING PIPE,CA1479,3042,240 CS,MTR,3495.50,PRICE PER MTR,CS,3,CASING CS PLAIN PIPES NON IS,Changes
SWR SELFIT FITTING,PLUMBING & SANITATION,FITTINGS,SWR SELFIT FITTINGS,SF1677,7698,110 X 110 TR.NAHANI W/O JALI SINGLE PC,No.s,166.50,PRICE PER NO.,NAHANI TRAP WITH OUT JALI,24,SWR SELFIT NAHANI TRAP WITHOUT JALI SINGLE PIECE,Ok
METAL ACCESSORIES,AGRI,FITTINGS,METAL ACCESSORIES,MA1111,9101,"25MM (1"") METAL ADAPTOR SET COLUMN (P1)",No.s,862.50,PRICE PER NO.,METAL ADAPTOR COLUMN PIPE,1,PVC - U COLUMN PIPE - ACCESSORIES,Ok
METAL ACCESSORIES,AGRI,FITTINGS,METAL ACCESSORIES,MA1112,9102,"32MM(11/4"")METAL ADAPTOR SET COLUMN(P1)",No.s,991.50,PRICE PER NO.,METAL ADAPTOR COLUMN PIPE,1,PVC - U COLUMN PIPE - ACCESSORIES,Ok
METAL ACCESSORIES,AGRI,FITTINGS,METAL ACCESSORIES,MA1113,9103,"40MM(11/2"")METAL ADAPTOR SET COLUMN(P1)",No.s,1175.50,PRICE PER NO.,METAL ADAPTOR COLUMN PIPE,1,PVC - U COLUMN PIPE - ACCESSORIES,Ok
METAL ACCESSORIES,AGRI,FITTINGS,METAL ACCESSORIES,MA1114,9104,"50MM(2"") METAL ADAPTOR SET COLUMN (P1)",No.s,1692.00,PRICE PER NO.,METAL ADAPTOR COLUMN PIPE,1,PVC - U COLUMN PIPE - ACCESSORIES,Ok
METAL ACCESSORIES,AGRI,FITTINGS,METAL ACCESSORIES,MA1115,9105,"65MM(21/2"") METAL ADAPTOR SET COLUMN(P1)",No.s,2368.50,PRICE PER NO.,METAL ADAPTOR COLUMN PIPE,1,PVC - U COLUMN PIPE - ACCESSORIES,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1118,2001,160MM 4KG COUPLER (P-8),No.s,263.50,PRICE PER NO.,COUPLER ,8,AGRI M COUPLER,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1123,2002,63MM 6KG COUPLER (P-50),No.s,34.00,PRICE PER NO.,COUPLER ,50,AGRI M COUPLER,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1124,2003,75MM 6KG COUPLER (P-40),No.s,44.00,PRICE PER NO.,COUPLER ,40,AGRI M COUPLER,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1125,2004,90MM 6KG COUPLER (P-30),No.s,75.00,PRICE PER NO.,COUPLER ,30,AGRI M COUPLER,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1126,2005,110MM 6KG COUPLER (P-15),No.s,121.00,PRICE PER NO.,COUPLER ,15,AGRI M COUPLER,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1119,2006,140MM 6KG COUPLER (P-8),No.s,234.00,PRICE PER NO.,COUPLER ,8,AGRI M COUPLER,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1122,2007,160MM 6KG COUPLER (P-8),No.s,317.00,PRICE PER NO.,COUPLER ,8,AGRI M COUPLER,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1117,2008,20MM 10KG COUPLER (P-500),No.s,7.00,PRICE PER NO.,COUPLER ,500,AGRI M COUPLER,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1118,2009,25MM 10KG COUPLER (P-250),No.s,7.50,PRICE PER NO.,COUPLER ,250,AGRI M COUPLER,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1119,2010,32MM 10KG COUPLER (P-200),No.s,10.50,PRICE PER NO.,COUPLER ,200,AGRI M COUPLER,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1122,2011,40MM 10KG COUPLER (P-100),No.s,14.50,PRICE PER NO.,COUPLER ,100,AGRI M COUPLER,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1123,2012,50MM 10KG COUPLER (P-50),No.s,21.50,PRICE PER NO.,COUPLER ,50,AGRI M COUPLER,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1127,2013,63MM 10KG COUPLER (P70),No.s,88.00,PRICE PER NO.,COUPLER ,70,AGRI M COUPLER,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1128,2014,75MM 10KG COUPLER (P40),No.s,150.50,PRICE PER NO.,COUPLER ,40,AGRI M COUPLER,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1129,2015,90MM 10KG COUPLER (P30),No.s,251.00,PRICE PER NO.,COUPLER ,30,AGRI M COUPLER,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1133,2016,110MM 10KG COUPLER (P15),No.s,375.00,PRICE PER NO.,COUPLER ,15,AGRI M COUPLER,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1134,2017,63MM 6KG ELBOW (P-50),No.s,63.50,PRICE PER NO.,ELBOW 90 DEG,50,AGRI M ELBOW 90°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1135,2018,75MM 6KG ELBOW (P-30),No.s,83.50,PRICE PER NO.,ELBOW 90 DEG,30,AGRI M ELBOW 90°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1136,2019,90MM 6KG ELBOW (P-20),No.s,152.00,PRICE PER NO.,ELBOW 90 DEG,20,AGRI M ELBOW 90°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1137,2020,110MM 6KG ELBOW (P-10),No.s,218.00,PRICE PER NO.,ELBOW 90 DEG,10,AGRI M ELBOW 90°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1123,2021,140MM 6KG ELBOW (P-6),No.s,424.00,PRICE PER NO.,ELBOW 90 DEG,6,AGRI M ELBOW 90°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1124,2022,160MM 6KG ELBOW (P-4),No.s,638.50,PRICE PER NO.,ELBOW 90 DEG,4,AGRI M ELBOW 90°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1125,2023,180MM 6KG ELBOW (P-3),No.s,967.50,PRICE PER NO.,ELBOW 90 DEG,3,AGRI M ELBOW 90°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1126,2024,200MM 6KG ELBOW (P-5),No.s,1323.00,PRICE PER NO.,ELBOW 90 DEG,5,AGRI M ELBOW 90°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1124,2025,20MM 10KG ELBOW (P-350),No.s,8.50,PRICE PER NO.,ELBOW 90 DEG,350,AGRI M ELBOW 90°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1125,2026,25MM 10KG ELBOW (P-200),No.s,11.50,PRICE PER NO.,ELBOW 90 DEG,200,AGRI M ELBOW 90°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1126,2027,32MM 10KG ELBOW (P-125),No.s,16.00,PRICE PER NO.,ELBOW 90 DEG,125,AGRI M ELBOW 90°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1127,2028,40MM 10KG ELBOW (P-150),No.s,26.00,PRICE PER NO.,ELBOW 90 DEG,150,AGRI M ELBOW 90°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1128,2029,50MM 10KG ELBOW (P-75),No.s,46.50,PRICE PER NO.,ELBOW 90 DEG,75,AGRI M ELBOW 90°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1138,2030,63MM 10KG ELBOW (P-50),No.s,86.50,PRICE PER NO.,ELBOW 90 DEG,50,AGRI M ELBOW 90°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1139,2031,75MM 10KG ELBOW (P-25),No.s,138.00,PRICE PER NO.,ELBOW 90 DEG,25,AGRI M ELBOW 90°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1144,2032,90MM 10KG ELBOW (P-17),No.s,234.00,PRICE PER NO.,ELBOW 90 DEG,17,AGRI M ELBOW 90°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1145,2033,110MM 10KG ELBOW (P-10),No.s,414.00,PRICE PER NO.,ELBOW 90 DEG,10,AGRI M ELBOW 90°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1127,2034,140MM 10KG ELBOW (P-6),No.s,1013.00,PRICE PER NO.,ELBOW 90 DEG,6,AGRI M ELBOW 90°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1128,2035,160MM 10KG ELBOW (P-4),No.s,1800.50,PRICE PER NO.,ELBOW 90 DEG,4,AGRI M ELBOW 90°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1129,2036,200MM 10KG ELBOW (P-6),No.s,3706.50,PRICE PER NO.,ELBOW 90 DEG,6,AGRI M ELBOW 90°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1158,2045,63MM 6KG ELBOW 45 DEG (P45),No.s,59.00,PRICE PER NO.,ELBOW 45 DEG,45,AGRI M ELBOW 45°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1159,2046,75MM 6KG ELBOW 45 DEG (P40),No.s,78.50,PRICE PER NO.,ELBOW 45 DEG,40,AGRI M ELBOW 45°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1166,2047,90MM 6KG ELBOW 45 DEG (P30),No.s,125.00,PRICE PER NO.,ELBOW 45 DEG,30,AGRI M ELBOW 45°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1167,2048,110MM 6KG ELBOW 45 DEG (P20),No.s,171.00,PRICE PER NO.,ELBOW 45 DEG,20,AGRI M ELBOW 45°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1133,2049,200MM 6KG ELBOW 45 DEG (P4),No.s,973.00,PRICE PER NO.,ELBOW 45 DEG,4,AGRI M ELBOW 45°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1146,2053,40MM 10KG ELBOW 45 DEG (P150),No.s,25.00,PRICE PER NO.,ELBOW 45 DEG,150,AGRI M ELBOW 45°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1147,2054,50MM 10KG ELBOW 45 DEG (P100),No.s,43.00,PRICE PER NO.,ELBOW 45 DEG,100,AGRI M ELBOW 45°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1129,2037,20MM 10KG THRD. ELBOW (P250),No.s,17.00,PRICE PER NO.,THREADED ELBOW 90°,250,AGRI M ELBOW 90° - THREADED,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1133,2038,25MM 10KG THRD. ELBOW (P160),No.s,30.00,PRICE PER NO.,THREADED ELBOW 90°,160,AGRI M ELBOW 90° - THREADED,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1134,2039,32MM 10KG THRD. ELBOW (P100),No.s,47.00,PRICE PER NO.,THREADED ELBOW 90°,100,AGRI M ELBOW 90° - THREADED,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1135,2040,40MM 10KG THRD. ELBOW (P100),No.s,100.50,PRICE PER NO.,THREADED ELBOW 90°,100,AGRI M ELBOW 90° - THREADED,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1136,2041,50MM 10KG THRD. ELBOW (P75),No.s,117.00,PRICE PER NO.,THREADED ELBOW 90°,75,AGRI M ELBOW 90° - THREADED,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1146,2042,63MM 10KG THRD. ELBOW (P60),No.s,196.50,PRICE PER NO.,THREADED ELBOW 90°,60,AGRI M ELBOW 90° - THREADED,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1147,2043,75MM 10KG THRD. ELBOW (P30),No.s,438.50,PRICE PER NO.,THREADED ELBOW 90°,30,AGRI M ELBOW 90° - THREADED,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1148,2044,90MM 10KG THRD. ELBOW (P20),No.s,601.00,PRICE PER NO.,THREADED ELBOW 90°,20,AGRI M ELBOW 90° - THREADED,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1139,2050,20MM 10KG ELBOW 45 DEG (P400),No.s,8.50,PRICE PER NO.,ELBOW 45 DEG,400,AGRI M ELBOW 45°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1144,2051,25MM 10KG ELBOW 45 DEG (P250),No.s,11.50,PRICE PER NO.,ELBOW 45 DEG,250,AGRI M ELBOW 45°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1145,2052,32MM 10KG ELBOW 45 DEG (P150),No.s,20.00,PRICE PER NO.,ELBOW 45 DEG,150,AGRI M ELBOW 45°,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1399,2055,63MM 6KG TEE (P-40),No.s,73.00,PRICE PER NO.,TEE,40,AGRI M TEE,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1444,2056,75MM 6KG TEE (P-20),No.s,108.50,PRICE PER NO.,TEE,20,AGRI M TEE,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1445,2057,90MM 6KG TEE (P-15),No.s,175.50,PRICE PER NO.,TEE,15,AGRI M TEE,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1446,2058,110MM 6KG TEE (P-8),No.s,295.00,PRICE PER NO.,TEE,8,AGRI M TEE,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1258,2059,140MM 6KG TEE (P-4),No.s,568.00,PRICE PER NO.,TEE,4,AGRI M TEE,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1259,2060,160MM 6KG TEE (P-3),No.s,934.50,PRICE PER NO.,TEE,3,AGRI M TEE,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1266,2061,180MM 6KG TEE (P-4),No.s,1262.00,PRICE PER NO.,TEE,4,AGRI M TEE,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1267,2062,200MM 6KG TEE (P-3),No.s,1729.50,PRICE PER NO.,TEE,3,AGRI M TEE,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1236,2063,20MM 10KG TEE (P-250),No.s,11.00,PRICE PER NO.,TEE,250,AGRI M TEE,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1237,2064,25MM 10KG TEE (P-150),No.s,15.00,PRICE PER NO.,TEE,150,AGRI M TEE,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1238,2065,32MM 10KG TEE (P-75),No.s,21.00,PRICE PER NO.,TEE,75,AGRI M TEE,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1239,2066,40MM 10KG TEE (P-100),No.s,35.00,PRICE PER NO.,TEE,100,AGRI M TEE,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1244,2067,50MM 10KG TEE (P-50),No.s,62.50,PRICE PER NO.,TEE,50,AGRI M TEE,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1447,2068,63MM 10KG TEE (P-30),No.s,115.00,PRICE PER NO.,TEE,30,AGRI M TEE,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1448,2069,75MM 10KG TEE (P-21),No.s,189.00,PRICE PER NO.,TEE,21,AGRI M TEE,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1449,2070,90MM 10KG TEE (P-13),No.s,315.50,PRICE PER NO.,TEE,13,AGRI M TEE,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1455,2071,110MM 10KG TEE (P-8),No.s,558.00,PRICE PER NO.,TEE,8,AGRI M TEE,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1268,2072,140MM 10KG TEE (P-4),No.s,1409.50,PRICE PER NO.,TEE,4,AGRI M TEE,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1269,2073,160MM 10KG TEE (P-3),No.s,2358.00,PRICE PER NO.,TEE,3,AGRI M TEE,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1277,2074,200MM 10KG TEE (P-4),No.s,4972.00,PRICE PER NO.,TEE,4,AGRI M TEE,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1245,2075,25MM x 20MM'' BRASS TEE (P-100),No.s,139.50,PRICE PER NO.,BRASS TEE,100,AGRI M TEE - BRASS INSERT,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1168,2076,75MM 6KG END CAP (P-100),No.s,53.50,PRICE PER NO.,END CAP,100,AGRI M END CAP,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1169,2077,90MM 6KG END CAP (P-50),No.s,80.00,PRICE PER NO.,END CAP,50,AGRI M END CAP,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1177,2078,110MM 6KG END CAP (P-30),No.s,129.00,PRICE PER NO.,END CAP,30,AGRI M END CAP,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1134,2079,140MM 6KG END CAP (P-15),No.s,183.50,PRICE PER NO.,END CAP,15,AGRI M END CAP,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1135,2080,160MM 6KG END CAP (P-12),No.s,221.50,PRICE PER NO.,END CAP,12,AGRI M END CAP,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1136,2081,180MM 6KG END CAP (P-10),No.s,350.00,PRICE PER NO.,END CAP,10,AGRI M END CAP,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1137,2082,200MM 6KG END CAP (P-6),No.s,468.50,PRICE PER NO.,END CAP,6,AGRI M END CAP,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1148,2083,20MM 10KG END CAP (P-500),No.s,4.00,PRICE PER NO.,END CAP,500,AGRI M END CAP,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1149,2084,25MM 10KG END CAP (P-400),No.s,5.50,PRICE PER NO.,END CAP,400,AGRI M END CAP,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1155,2085,32MM 10KG END CAP (P-300),No.s,8.00,PRICE PER NO.,END CAP,300,AGRI M END CAP,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1156,2086,40MM 10KG END CAP (P-100),No.s,14.50,PRICE PER NO.,END CAP,100,AGRI M END CAP,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1157,2087,50MM 10KG END CAP (P-75),No.s,21.00,PRICE PER NO.,END CAP,75,AGRI M END CAP,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1178,2088,63MM 10KG END CAP (P-100),No.s,40.50,PRICE PER NO.,END CAP,100,AGRI M END CAP,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1179,2089,75MM 10KG END CAP (P75),No.s,114.50,PRICE PER NO.,END CAP,75,AGRI M END CAP,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1188,2090,90MM 10KG END CAP (P50),No.s,198.00,PRICE PER NO.,END CAP,50,AGRI M END CAP,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1189,2091,110MM 10KG END CAP (P25),No.s,304.50,PRICE PER NO.,END CAP,25,AGRI M END CAP,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1138,2092,140MM 10KG END CAP (P-12),No.s,623.50,PRICE PER NO.,END CAP,15,AGRI M END CAP,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1139,2093,160MM 10KG END CAP (P-12),No.s,876.50,PRICE PER NO.,END CAP,12,AGRI M END CAP,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1144,2094,200MM 10KG END CAP (P-15),No.s,1776.50,PRICE PER NO.,END CAP,15,AGRI M END CAP,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1199,2095,75MM 6KG END CAP THRD (P-75),No.s,43.00,PRICE PER NO.,END CAP THREADED,75,AGRI M END CAP - THREADED,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1222,2096,90MM 6KG END CAP THRD (P-50),No.s,53.00,PRICE PER NO.,END CAP THREADED,50,AGRI M END CAP - THREADED,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1223,2097,110MM 6KG END CAP THRD (P-30),No.s,79.50,PRICE PER NO.,END CAP THREADED,30,AGRI M END CAP - THREADED,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1158,2098,40MM 10KG END CAP THRD (P-150),No.s,16.00,PRICE PER NO.,END CAP THREADED,150,AGRI M END CAP - THREADED,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1159,2099,50MM 10KG END CAP THRD (P-75),No.s,21.50,PRICE PER NO.,END CAP THREADED,75,AGRI M END CAP - THREADED,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1224,2100,63MM 10KG END CAP THRD (P-150),No.s,40.50,PRICE PER NO.,END CAP THREADED,150,AGRI M END CAP - THREADED,Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1225,2102,"63X63MM (2"") 6KG F.T.A. (P-50)",No.s,43.50,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A),50,AGRI M FEMALE THREADED ADAPTER (F.T.A.),Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1226,2103,"75X63MM (2"") 6KG F.T.A. (P-32)",No.s,57.50,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A),32,AGRI M FEMALE THREADED ADAPTER (F.T.A.),Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1227,2101,"63X50MM (1 1/2"") 6KG F.T.A. (P-120)",No.s,41.00,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A),120,AGRI M FEMALE THREADED ADAPTER (F.T.A.),Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1228,2104,"75X75MM (2.1/2"") 6KG F.T.A. (P-40)",No.s,71.00,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A),40,AGRI M FEMALE THREADED ADAPTER (F.T.A.),Ok
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1229,2105,"90X63MM (2"") 6KG F.T.A. (P-40)",No.s,76.50,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A),40,AGRI M FEMALE THREADED ADAPTER (F.T.A.),Ok
